date,district,category,sentiment,resolution_days,resolved,source
2025-08-27,Central,Traffic Signal Issue,neutral,24,False,email
2025-08-27,Greenpark,Pothole Repair,frustrated,3,True,app
2025-08-27,Greenpark,Pothole Repair,neutral,1,True,app
2025-08-27,Northgate,Streetlight Outage,urgent,0,True,phone
2025-08-27,Northgate,Traffic Signal Issue,concerned,0,True,phone
2025-08-27,Eastfield,Pothole Repair,concerned,1,True,social_media
2025-08-27,Greenpark,Illegal Parking,frustrated,13,False,phone
2025-08-27,Eastfield,EV Charger Fault,frustrated,6,True,app
2025-08-28,Northgate,EV Charger Fault,satisfied,1,True,app
2025-08-28,Harbour,Air Quality Concern,satisfied,1,True,phone
2025-08-28,Northgate,Illegal Parking,frustrated,12,False,app
2025-08-28,Central,Waste Collection,urgent,0,True,app
2025-08-28,Eastfield,Waste Collection,neutral,5,True,app
2025-08-28,Greenpark,Noise Complaint,frustrated,3,True,app
2025-08-28,Harbour,Illegal Parking,neutral,1,True,app
2025-08-28,Riverside,Traffic Signal Issue,neutral,4,True,app
2025-08-28,Northgate,Illegal Parking,concerned,3,True,app
2025-08-28,Eastfield,EV Charger Fault,neutral,6,True,email
2025-08-28,Central,Waste Collection,urgent,2,True,chatbot
2025-08-28,Riverside,Streetlight Outage,satisfied,12,False,app
2025-08-28,Central,Air Quality Concern,frustrated,2,True,app
2025-08-28,Harbour,Noise Complaint,neutral,5,True,app
2025-08-28,Central,Traffic Signal Issue,neutral,0,True,app
2025-08-28,Greenpark,Waste Collection,neutral,1,True,social_media
2025-08-29,Riverside,Streetlight Outage,concerned,5,True,chatbot
2025-08-29,Northgate,Pothole Repair,urgent,10,False,chatbot
2025-08-29,Central,Waste Collection,neutral,4,True,email
2025-08-29,Central,Noise Complaint,neutral,4,True,email
2025-08-29,Harbour,Air Quality Concern,neutral,2,True,app
2025-08-29,Greenpark,Illegal Parking,frustrated,13,False,phone
2025-08-29,Riverside,Traffic Signal Issue,neutral,1,True,app
2025-08-29,Central,Streetlight Outage,concerned,3,True,app
2025-08-29,Eastfield,Traffic Signal Issue,neutral,0,True,email
2025-08-29,Riverside,Traffic Signal Issue,frustrated,4,True,phone
2025-08-29,Harbour,Pothole Repair,neutral,2,True,phone
2025-08-29,Harbour,Air Quality Concern,frustrated,14,False,social_media
2025-08-29,Riverside,Streetlight Outage,neutral,3,True,chatbot
2025-08-29,Central,Waste Collection,urgent,1,True,chatbot
2025-08-29,Northgate,Illegal Parking,concerned,5,True,email
2025-08-29,Greenpark,Air Quality Concern,neutral,2,True,chatbot
2025-08-29,Riverside,EV Charger Fault,urgent,1,True,phone
2025-08-29,Harbour,EV Charger Fault,urgent,1,True,email
2025-08-29,Harbour,Pothole Repair,urgent,2,True,phone
2025-08-29,Eastfield,Air Quality Concern,neutral,8,False,app
2025-08-29,Riverside,Air Quality Concern,urgent,7,True,email
2025-08-29,Central,Streetlight Outage,frustrated,3,True,chatbot
2025-08-30,Eastfield,Waste Collection,concerned,0,True,email
2025-08-30,Riverside,EV Charger Fault,neutral,3,True,email
2025-08-30,Central,Streetlight Outage,concerned,7,True,chatbot
2025-08-30,Central,Noise Complaint,concerned,1,True,app
2025-08-30,Harbour,Illegal Parking,urgent,4,True,app
2025-08-30,Northgate,Illegal Parking,urgent,0,True,phone
2025-08-30,Riverside,Pothole Repair,neutral,5,True,app
2025-08-30,Central,Illegal Parking,satisfied,12,False,email
2025-08-30,Riverside,Illegal Parking,neutral,1,True,chatbot
2025-08-30,Riverside,EV Charger Fault,neutral,0,True,app
2025-08-30,Greenpark,Traffic Signal Issue,neutral,0,True,app
2025-08-30,Northgate,EV Charger Fault,frustrated,0,True,chatbot
2025-08-30,Greenpark,Waste Collection,satisfied,0,True,app
2025-08-31,Harbour,Pothole Repair,concerned,17,False,phone
2025-08-31,Northgate,EV Charger Fault,concerned,3,True,app
2025-08-31,Central,EV Charger Fault,neutral,5,True,chatbot
2025-08-31,Harbour,Noise Complaint,concerned,1,True,app
2025-08-31,Eastfield,Streetlight Outage,neutral,5,True,app
2025-08-31,Central,Streetlight Outage,satisfied,1,True,phone
2025-08-31,Eastfield,Illegal Parking,frustrated,1,True,app
2025-08-31,Riverside,Illegal Parking,neutral,13,False,chatbot
2025-08-31,Northgate,Pothole Repair,frustrated,0,True,chatbot
2025-08-31,Greenpark,Pothole Repair,concerned,9,False,app
2025-08-31,Riverside,Pothole Repair,frustrated,1,True,email
2025-08-31,Central,EV Charger Fault,neutral,12,False,app
2025-08-31,Central,Air Quality Concern,neutral,25,False,app
2025-08-31,Harbour,Waste Collection,neutral,0,True,app
2025-08-31,Eastfield,Streetlight Outage,urgent,4,True,chatbot
2025-08-31,Northgate,Illegal Parking,neutral,3,True,chatbot
2025-08-31,Harbour,Noise Complaint,neutral,0,True,social_media
2025-08-31,Eastfield,Pothole Repair,neutral,5,True,phone
2025-08-31,Greenpark,Pothole Repair,frustrated,2,True,phone
2025-08-31,Northgate,Waste Collection,neutral,1,True,app
2025-08-31,Northgate,Air Quality Concern,urgent,2,True,app
2025-08-31,Central,Waste Collection,concerned,1,True,phone
2025-08-31,Harbour,Waste Collection,neutral,7,True,phone
2025-08-31,Eastfield,Pothole Repair,neutral,11,False,app
2025-08-31,Northgate,Waste Collection,urgent,7,True,app
2025-08-31,Central,Illegal Parking,concerned,3,True,email
2025-08-31,Northgate,Illegal Parking,frustrated,3,True,email
2025-08-31,Greenpark,Streetlight Outage,frustrated,3,True,chatbot
2025-09-01,Central,Traffic Signal Issue,concerned,3,True,chatbot
2025-09-01,Greenpark,EV Charger Fault,concerned,6,True,social_media
2025-09-01,Harbour,Waste Collection,concerned,10,False,chatbot
2025-09-01,Northgate,Noise Complaint,concerned,0,True,app
2025-09-01,Riverside,Noise Complaint,urgent,10,False,app
2025-09-01,Harbour,Waste Collection,concerned,2,True,phone
2025-09-01,Greenpark,Waste Collection,frustrated,0,True,app
2025-09-01,Central,Traffic Signal Issue,urgent,6,True,phone
2025-09-01,Northgate,Noise Complaint,neutral,0,True,app
2025-09-01,Riverside,Illegal Parking,satisfied,0,True,email
2025-09-01,Harbour,Traffic Signal Issue,urgent,8,False,social_media
2025-09-01,Riverside,EV Charger Fault,neutral,7,True,chatbot
2025-09-01,Northgate,Streetlight Outage,concerned,5,True,phone
2025-09-01,Harbour,Pothole Repair,neutral,5,True,app
2025-09-01,Northgate,Noise Complaint,neutral,4,True,app
2025-09-01,Greenpark,Pothole Repair,neutral,0,True,chatbot
2025-09-01,Riverside,Noise Complaint,concerned,2,True,phone
2025-09-01,Harbour,Noise Complaint,neutral,2,True,chatbot
2025-09-01,Northgate,Pothole Repair,concerned,1,True,chatbot
2025-09-01,Greenpark,Noise Complaint,satisfied,3,True,app
2025-09-01,Harbour,Pothole Repair,neutral,1,True,phone
2025-09-01,Harbour,Traffic Signal Issue,neutral,2,True,email
2025-09-01,Harbour,Pothole Repair,neutral,3,True,social_media
2025-09-01,Eastfield,EV Charger Fault,concerned,2,True,phone
2025-09-02,Central,Streetlight Outage,frustrated,1,True,phone
2025-09-02,Central,Illegal Parking,frustrated,6,True,social_media
2025-09-02,Greenpark,Traffic Signal Issue,neutral,14,False,phone
2025-09-02,Northgate,Pothole Repair,concerned,7,True,phone
2025-09-02,Riverside,Pothole Repair,neutral,4,True,phone
2025-09-02,Greenpark,Streetlight Outage,neutral,3,True,social_media
2025-09-02,Riverside,Streetlight Outage,neutral,0,True,app
2025-09-02,Central,EV Charger Fault,concerned,0,True,social_media
2025-09-02,Riverside,Traffic Signal Issue,neutral,3,True,social_media
2025-09-02,Eastfield,Streetlight Outage,urgent,4,True,email
2025-09-03,Riverside,Waste Collection,neutral,1,True,app
2025-09-03,Central,Waste Collection,neutral,1,True,chatbot
2025-09-03,Central,Traffic Signal Issue,urgent,9,False,email
2025-09-03,Eastfield,Streetlight Outage,neutral,0,True,chatbot
2025-09-03,Northgate,Streetlight Outage,frustrated,10,False,phone
2025-09-03,Northgate,Illegal Parking,concerned,0,True,email
2025-09-03,Riverside,Illegal Parking,neutral,2,True,app
2025-09-03,Northgate,Waste Collection,neutral,5,True,app
2025-09-03,Harbour,Noise Complaint,neutral,2,True,phone
2025-09-03,Northgate,Noise Complaint,neutral,1,True,phone
2025-09-03,Greenpark,EV Charger Fault,neutral,9,False,social_media
2025-09-03,Central,Traffic Signal Issue,concerned,2,True,phone
2025-09-03,Riverside,Air Quality Concern,frustrated,0,True,email
2025-09-03,Greenpark,Pothole Repair,neutral,1,True,phone
2025-09-03,Harbour,Pothole Repair,neutral,4,True,phone
2025-09-03,Harbour,Traffic Signal Issue,urgent,3,True,email
2025-09-03,Harbour,Air Quality Concern,neutral,2,True,phone
2025-09-03,Riverside,EV Charger Fault,concerned,0,True,social_media
2025-09-03,Eastfield,EV Charger Fault,neutral,0,True,phone
2025-09-03,Riverside,Illegal Parking,neutral,0,True,chatbot
2025-09-04,Harbour,Streetlight Outage,frustrated,7,True,social_media
2025-09-04,Riverside,Streetlight Outage,concerned,18,False,phone
2025-09-04,Eastfield,Noise Complaint,concerned,3,True,phone
2025-09-04,Riverside,Traffic Signal Issue,neutral,1,True,app
2025-09-04,Greenpark,Streetlight Outage,urgent,14,False,app
2025-09-04,Greenpark,Waste Collection,concerned,4,True,app
2025-09-04,Eastfield,Illegal Parking,urgent,1,True,email
2025-09-04,Eastfield,Pothole Repair,frustrated,1,True,app
2025-09-04,Greenpark,Waste Collection,neutral,7,True,email
2025-09-04,Riverside,Noise Complaint,concerned,11,False,app
2025-09-04,Central,Noise Complaint,satisfied,9,False,app
2025-09-04,Harbour,Waste Collection,neutral,3,True,phone
2025-09-04,Riverside,Streetlight Outage,satisfied,6,True,app
2025-09-04,Riverside,Illegal Parking,concerned,0,True,email
2025-09-04,Eastfield,Pothole Repair,frustrated,2,True,app
2025-09-05,Central,Pothole Repair,neutral,1,True,phone
2025-09-05,Northgate,EV Charger Fault,concerned,4,True,app
2025-09-05,Harbour,Waste Collection,concerned,6,True,chatbot
2025-09-05,Eastfield,Illegal Parking,neutral,3,True,social_media
2025-09-05,Greenpark,Pothole Repair,neutral,5,True,phone
2025-09-05,Northgate,Pothole Repair,neutral,5,True,app
2025-09-05,Harbour,Streetlight Outage,urgent,0,True,chatbot
2025-09-05,Greenpark,Pothole Repair,concerned,14,False,chatbot
2025-09-05,Central,EV Charger Fault,concerned,0,True,app
2025-09-05,Central,Pothole Repair,neutral,5,True,app
2025-09-05,Northgate,Traffic Signal Issue,frustrated,4,True,email
2025-09-05,Harbour,Pothole Repair,frustrated,2,True,chatbot
2025-09-05,Central,EV Charger Fault,urgent,5,True,chatbot
2025-09-05,Greenpark,Noise Complaint,concerned,4,True,app
2025-09-05,Eastfield,Illegal Parking,neutral,6,True,phone
2025-09-05,Eastfield,EV Charger Fault,satisfied,15,False,phone
2025-09-05,Greenpark,EV Charger Fault,urgent,0,True,app
2025-09-05,Riverside,Streetlight Outage,frustrated,9,False,app
2025-09-05,Central,Pothole Repair,frustrated,4,True,phone
2025-09-05,Northgate,Air Quality Concern,neutral,0,True,email
2025-09-06,Harbour,Illegal Parking,concerned,0,True,app
2025-09-06,Harbour,EV Charger Fault,frustrated,2,True,app
2025-09-06,Northgate,Pothole Repair,neutral,9,False,chatbot
2025-09-06,Eastfield,Waste Collection,neutral,0,True,email
2025-09-06,Eastfield,Air Quality Concern,neutral,4,True,chatbot
2025-09-06,Harbour,Waste Collection,satisfied,0,True,app
2025-09-06,Eastfield,EV Charger Fault,neutral,1,True,phone
2025-09-06,Greenpark,Traffic Signal Issue,urgent,5,True,app
2025-09-06,Greenpark,Pothole Repair,neutral,7,True,phone
2025-09-06,Eastfield,Traffic Signal Issue,satisfied,12,False,app
2025-09-06,Harbour,Pothole Repair,concerned,6,True,social_media
2025-09-06,Eastfield,Pothole Repair,neutral,9,False,chatbot
2025-09-06,Harbour,Illegal Parking,frustrated,8,False,app
2025-09-06,Riverside,Waste Collection,urgent,0,True,social_media
2025-09-06,Northgate,Pothole Repair,concerned,16,False,app
2025-09-06,Eastfield,Noise Complaint,neutral,2,True,email
2025-09-06,Riverside,EV Charger Fault,urgent,1,True,app
2025-09-06,Riverside,Waste Collection,neutral,8,False,social_media
2025-09-06,Riverside,Pothole Repair,neutral,3,True,chatbot
2025-09-06,Harbour,Noise Complaint,satisfied,7,True,chatbot
2025-09-07,Eastfield,Streetlight Outage,neutral,0,True,app
2025-09-07,Northgate,Pothole Repair,neutral,2,True,app
2025-09-07,Eastfield,EV Charger Fault,concerned,1,True,email
2025-09-07,Central,Waste Collection,neutral,2,True,app
2025-09-07,Northgate,Illegal Parking,neutral,0,True,app
2025-09-07,Northgate,EV Charger Fault,neutral,4,True,email
2025-09-07,Northgate,EV Charger Fault,urgent,13,False,chatbot
2025-09-07,Central,Streetlight Outage,frustrated,9,False,social_media
2025-09-07,Harbour,Traffic Signal Issue,neutral,0,True,app
2025-09-07,Eastfield,Streetlight Outage,urgent,9,False,phone
2025-09-07,Greenpark,Streetlight Outage,satisfied,3,True,chatbot
2025-09-07,Harbour,EV Charger Fault,neutral,1,True,app
2025-09-07,Greenpark,Illegal Parking,concerned,2,True,phone
2025-09-07,Central,Traffic Signal Issue,satisfied,0,True,app
2025-09-07,Harbour,Illegal Parking,concerned,4,True,app
2025-09-07,Harbour,Air Quality Concern,neutral,2,True,chatbot
2025-09-08,Northgate,Pothole Repair,neutral,3,True,chatbot
2025-09-08,Northgate,Traffic Signal Issue,concerned,12,False,phone
2025-09-08,Riverside,EV Charger Fault,neutral,2,True,social_media
2025-09-08,Central,Traffic Signal Issue,neutral,1,True,social_media
2025-09-08,Riverside,Noise Complaint,frustrated,6,True,social_media
2025-09-08,Northgate,Waste Collection,neutral,2,True,chatbot
2025-09-08,Eastfield,EV Charger Fault,concerned,1,True,app
2025-09-08,Greenpark,Streetlight Outage,concerned,10,False,app
2025-09-08,Central,Noise Complaint,concerned,3,True,chatbot
2025-09-08,Eastfield,Traffic Signal Issue,neutral,2,True,phone
2025-09-08,Central,Traffic Signal Issue,concerned,0,True,app
2025-09-08,Eastfield,Traffic Signal Issue,concerned,1,True,email
2025-09-08,Central,Air Quality Concern,neutral,6,True,phone
2025-09-08,Riverside,EV Charger Fault,concerned,0,True,app
2025-09-08,Central,Air Quality Concern,concerned,1,True,app
2025-09-08,Central,Traffic Signal Issue,neutral,1,True,app
2025-09-08,Northgate,Illegal Parking,neutral,0,True,phone
2025-09-08,Central,Waste Collection,frustrated,3,True,app
2025-09-08,Central,Traffic Signal Issue,concerned,1,True,phone
2025-09-08,Greenpark,EV Charger Fault,satisfied,5,True,social_media
2025-09-08,Greenpark,Noise Complaint,neutral,7,True,email
2025-09-08,Northgate,Streetlight Outage,concerned,0,True,social_media
2025-09-08,Harbour,Streetlight Outage,neutral,1,True,chatbot
2025-09-09,Eastfield,Streetlight Outage,urgent,16,False,social_media
2025-09-09,Northgate,Pothole Repair,concerned,1,True,app
2025-09-09,Greenpark,Noise Complaint,neutral,1,True,email
2025-09-09,Northgate,Illegal Parking,frustrated,2,True,app
2025-09-09,Riverside,Illegal Parking,concerned,2,True,phone
2025-09-09,Eastfield,EV Charger Fault,frustrated,8,False,phone
2025-09-09,Greenpark,Traffic Signal Issue,concerned,2,True,app
2025-09-09,Eastfield,Noise Complaint,frustrated,1,True,social_media
2025-09-09,Greenpark,Noise Complaint,urgent,2,True,app
2025-09-09,Northgate,Illegal Parking,concerned,0,True,chatbot
2025-09-09,Eastfield,Pothole Repair,frustrated,3,True,chatbot
2025-09-09,Eastfield,Illegal Parking,urgent,2,True,app
2025-09-09,Greenpark,Streetlight Outage,neutral,16,False,social_media
2025-09-09,Eastfield,Waste Collection,neutral,1,True,chatbot
2025-09-09,Greenpark,Pothole Repair,neutral,19,False,app
2025-09-09,Northgate,Streetlight Outage,neutral,2,True,chatbot
2025-09-09,Northgate,Streetlight Outage,concerned,3,True,email
2025-09-09,Riverside,Traffic Signal Issue,frustrated,10,False,app
2025-09-09,Riverside,Traffic Signal Issue,neutral,0,True,phone
2025-09-09,Central,Streetlight Outage,urgent,3,True,phone
2025-09-09,Northgate,Air Quality Concern,neutral,1,True,chatbot
2025-09-09,Central,Air Quality Concern,urgent,6,True,app
2025-09-09,Northgate,Waste Collection,neutral,1,True,chatbot
2025-09-09,Riverside,Air Quality Concern,neutral,2,True,phone
2025-09-09,Riverside,Pothole Repair,frustrated,6,True,app
2025-09-10,Riverside,Noise Complaint,concerned,3,True,chatbot
2025-09-10,Eastfield,EV Charger Fault,urgent,17,False,phone
2025-09-10,Central,Pothole Repair,neutral,5,True,app
2025-09-10,Eastfield,Air Quality Concern,concerned,0,True,phone
2025-09-10,Greenpark,Traffic Signal Issue,concerned,9,False,app
2025-09-10,Central,Pothole Repair,concerned,1,True,phone
2025-09-10,Eastfield,Streetlight Outage,satisfied,1,True,chatbot
2025-09-10,Eastfield,Noise Complaint,concerned,0,True,chatbot
2025-09-10,Harbour,Streetlight Outage,urgent,2,True,app
2025-09-10,Greenpark,Illegal Parking,concerned,0,True,phone
2025-09-10,Greenpark,Pothole Repair,neutral,2,True,phone
2025-09-10,Central,Illegal Parking,neutral,9,False,email
2025-09-10,Northgate,Noise Complaint,neutral,13,False,chatbot
2025-09-10,Central,Waste Collection,neutral,2,True,phone
2025-09-10,Eastfield,EV Charger Fault,concerned,2,True,chatbot
2025-09-10,Eastfield,Pothole Repair,frustrated,3,True,app
2025-09-10,Riverside,Pothole Repair,frustrated,4,True,app
2025-09-10,Harbour,Traffic Signal Issue,neutral,0,True,phone
2025-09-10,Central,Pothole Repair,neutral,5,True,app
2025-09-10,Central,Illegal Parking,concerned,4,True,chatbot
2025-09-10,Harbour,Waste Collection,urgent,3,True,phone
2025-09-10,Riverside,Waste Collection,neutral,4,True,app
2025-09-10,Eastfield,Air Quality Concern,frustrated,10,False,chatbot
2025-09-11,Northgate,Air Quality Concern,neutral,1,True,phone
2025-09-11,Eastfield,Waste Collection,neutral,2,True,social_media
2025-09-11,Riverside,Illegal Parking,concerned,2,True,app
2025-09-11,Harbour,Pothole Repair,frustrated,5,True,email
2025-09-11,Riverside,EV Charger Fault,neutral,0,True,app
2025-09-11,Greenpark,Illegal Parking,neutral,0,True,social_media
2025-09-11,Central,Streetlight Outage,satisfied,0,True,chatbot
2025-09-11,Greenpark,Air Quality Concern,satisfied,8,False,app
2025-09-11,Northgate,Streetlight Outage,frustrated,0,True,chatbot
2025-09-11,Eastfield,Air Quality Concern,frustrated,9,False,phone
2025-09-11,Eastfield,Air Quality Concern,concerned,1,True,app
2025-09-11,Eastfield,Air Quality Concern,frustrated,8,False,app
2025-09-11,Harbour,Pothole Repair,urgent,2,True,phone
2025-09-11,Harbour,Illegal Parking,concerned,1,True,email
2025-09-11,Northgate,Air Quality Concern,urgent,6,True,phone
2025-09-11,Central,Noise Complaint,urgent,8,False,app
2025-09-11,Northgate,Air Quality Concern,concerned,1,True,app
2025-09-11,Harbour,Air Quality Concern,frustrated,13,False,phone
2025-09-11,Central,Waste Collection,frustrated,0,True,social_media
2025-09-11,Northgate,Traffic Signal Issue,neutral,15,False,phone
2025-09-11,Greenpark,Pothole Repair,urgent,9,False,app
2025-09-11,Greenpark,Pothole Repair,frustrated,5,True,phone
2025-09-11,Riverside,EV Charger Fault,concerned,5,True,chatbot
2025-09-12,Harbour,Illegal Parking,urgent,1,True,phone
2025-09-12,Harbour,Air Quality Concern,urgent,0,True,phone
2025-09-12,Eastfield,Pothole Repair,neutral,3,True,phone
2025-09-12,Riverside,EV Charger Fault,concerned,6,True,chatbot
2025-09-12,Eastfield,Pothole Repair,neutral,1,True,phone
2025-09-12,Northgate,Illegal Parking,neutral,5,True,app
2025-09-12,Central,Streetlight Outage,concerned,0,True,phone
2025-09-12,Northgate,Air Quality Concern,neutral,2,True,phone
2025-09-12,Riverside,Pothole Repair,frustrated,14,False,phone
2025-09-12,Eastfield,Noise Complaint,concerned,8,False,chatbot
2025-09-12,Northgate,Noise Complaint,frustrated,11,False,phone
2025-09-12,Harbour,Noise Complaint,concerned,3,True,chatbot
2025-09-12,Central,Air Quality Concern,concerned,1,True,chatbot
2025-09-12,Eastfield,Air Quality Concern,neutral,4,True,social_media
2025-09-12,Northgate,Air Quality Concern,urgent,0,True,app
2025-09-12,Eastfield,Illegal Parking,neutral,1,True,app
2025-09-13,Eastfield,EV Charger Fault,satisfied,3,True,app
2025-09-13,Eastfield,EV Charger Fault,neutral,2,True,app
2025-09-13,Central,Air Quality Concern,urgent,8,False,chatbot
2025-09-13,Central,Pothole Repair,frustrated,4,True,app
2025-09-13,Central,Traffic Signal Issue,neutral,1,True,app
2025-09-13,Central,Streetlight Outage,neutral,6,True,social_media
2025-09-13,Riverside,Streetlight Outage,frustrated,4,True,chatbot
2025-09-13,Harbour,Noise Complaint,neutral,3,True,email
2025-09-13,Greenpark,EV Charger Fault,urgent,0,True,email
2025-09-13,Greenpark,Air Quality Concern,neutral,0,True,phone
2025-09-13,Eastfield,Air Quality Concern,urgent,6,True,app
2025-09-13,Northgate,Illegal Parking,concerned,3,True,chatbot
2025-09-13,Greenpark,Traffic Signal Issue,frustrated,2,True,app
2025-09-13,Greenpark,Illegal Parking,concerned,0,True,email
2025-09-13,Northgate,Noise Complaint,neutral,3,True,app
2025-09-13,Harbour,Waste Collection,neutral,5,True,phone
2025-09-13,Riverside,Traffic Signal Issue,frustrated,2,True,phone
2025-09-13,Riverside,Streetlight Outage,frustrated,1,True,chatbot
2025-09-13,Northgate,Waste Collection,satisfied,0,True,app
2025-09-13,Central,Traffic Signal Issue,concerned,5,True,app
2025-09-14,Riverside,Illegal Parking,neutral,2,True,app
2025-09-14,Eastfield,Pothole Repair,concerned,3,True,phone
2025-09-14,Eastfield,Pothole Repair,neutral,7,True,app
2025-09-14,Greenpark,Pothole Repair,neutral,2,True,app
2025-09-14,Harbour,Traffic Signal Issue,concerned,4,True,chatbot
2025-09-14,Eastfield,Illegal Parking,frustrated,17,False,email
2025-09-14,Eastfield,EV Charger Fault,urgent,2,True,social_media
2025-09-14,Greenpark,Pothole Repair,satisfied,5,True,email
2025-09-14,Eastfield,Illegal Parking,neutral,9,False,phone
2025-09-14,Greenpark,Pothole Repair,concerned,2,True,chatbot
2025-09-14,Harbour,Waste Collection,frustrated,0,True,app
2025-09-14,Eastfield,Streetlight Outage,neutral,4,True,email
2025-09-14,Northgate,EV Charger Fault,neutral,7,True,phone
2025-09-14,Eastfield,Illegal Parking,neutral,0,True,app
2025-09-14,Central,Illegal Parking,urgent,1,True,chatbot
2025-09-14,Northgate,Waste Collection,neutral,10,False,phone
2025-09-14,Riverside,Streetlight Outage,neutral,2,True,chatbot
2025-09-14,Central,Streetlight Outage,concerned,6,True,chatbot
2025-09-14,Greenpark,Streetlight Outage,urgent,4,True,social_media
2025-09-14,Eastfield,Air Quality Concern,neutral,0,True,app
2025-09-14,Central,Waste Collection,urgent,5,True,phone
2025-09-14,Harbour,Traffic Signal Issue,concerned,3,True,phone
2025-09-15,Riverside,Waste Collection,neutral,2,True,email
2025-09-15,Riverside,Streetlight Outage,neutral,1,True,chatbot
2025-09-15,Greenpark,Traffic Signal Issue,neutral,17,False,app
2025-09-15,Riverside,Traffic Signal Issue,frustrated,6,True,email
2025-09-15,Eastfield,Streetlight Outage,neutral,0,True,app
2025-09-15,Riverside,Pothole Repair,concerned,4,True,chatbot
2025-09-15,Northgate,Noise Complaint,frustrated,2,True,app
2025-09-15,Northgate,Illegal Parking,satisfied,0,True,chatbot
2025-09-15,Greenpark,Illegal Parking,neutral,4,True,chatbot
2025-09-15,Central,Streetlight Outage,frustrated,2,True,app
2025-09-15,Northgate,Pothole Repair,neutral,0,True,app
2025-09-15,Northgate,Streetlight Outage,neutral,0,True,email
2025-09-15,Harbour,Noise Complaint,concerned,4,True,app
2025-09-15,Harbour,Streetlight Outage,satisfied,3,True,social_media
2025-09-15,Harbour,Pothole Repair,urgent,9,False,email
2025-09-15,Central,Waste Collection,concerned,0,True,chatbot
2025-09-16,Greenpark,Air Quality Concern,neutral,0,True,email
2025-09-16,Greenpark,EV Charger Fault,concerned,0,True,app
2025-09-16,Greenpark,Air Quality Concern,urgent,0,True,email
2025-09-16,Riverside,Pothole Repair,frustrated,0,True,phone
2025-09-16,Harbour,Traffic Signal Issue,urgent,6,True,email
2025-09-16,Central,EV Charger Fault,neutral,3,True,phone
2025-09-16,Riverside,Pothole Repair,frustrated,1,True,app
2025-09-16,Greenpark,Traffic Signal Issue,concerned,7,True,app
2025-09-16,Central,Waste Collection,neutral,0,True,social_media
2025-09-16,Greenpark,Illegal Parking,concerned,2,True,phone
2025-09-17,Central,Illegal Parking,neutral,6,True,chatbot
2025-09-17,Greenpark,Illegal Parking,concerned,1,True,phone
2025-09-17,Riverside,EV Charger Fault,concerned,0,True,chatbot
2025-09-17,Greenpark,Air Quality Concern,neutral,19,False,email
2025-09-17,Northgate,Pothole Repair,neutral,2,True,app
2025-09-17,Eastfield,Pothole Repair,satisfied,5,True,social_media
2025-09-17,Harbour,Air Quality Concern,neutral,2,True,social_media
2025-09-17,Central,Illegal Parking,frustrated,6,True,chatbot
2025-09-17,Riverside,Traffic Signal Issue,concerned,2,True,app
2025-09-17,Harbour,Streetlight Outage,satisfied,8,False,app
2025-09-17,Harbour,EV Charger Fault,neutral,2,True,app
2025-09-17,Eastfield,Air Quality Concern,urgent,2,True,app
2025-09-17,Northgate,Waste Collection,concerned,0,True,social_media
2025-09-17,Central,Streetlight Outage,frustrated,5,True,phone
2025-09-17,Northgate,Illegal Parking,neutral,5,True,phone
2025-09-17,Riverside,Traffic Signal Issue,concerned,1,True,social_media
2025-09-17,Northgate,Illegal Parking,neutral,0,True,app
2025-09-17,Northgate,Illegal Parking,frustrated,17,False,chatbot
2025-09-18,Northgate,Pothole Repair,neutral,4,True,social_media
2025-09-18,Eastfield,Traffic Signal Issue,satisfied,8,False,app
2025-09-18,Central,Waste Collection,satisfied,6,True,app
2025-09-18,Riverside,Noise Complaint,urgent,3,True,chatbot
2025-09-18,Eastfield,Traffic Signal Issue,neutral,11,False,chatbot
2025-09-18,Eastfield,Traffic Signal Issue,neutral,5,True,chatbot
2025-09-18,Central,Streetlight Outage,concerned,1,True,phone
2025-09-18,Eastfield,Illegal Parking,frustrated,4,True,email
2025-09-18,Northgate,Illegal Parking,frustrated,0,True,phone
2025-09-18,Greenpark,Pothole Repair,frustrated,5,True,app
2025-09-18,Riverside,Noise Complaint,satisfied,2,True,email
2025-09-18,Riverside,Waste Collection,neutral,0,True,phone
2025-09-18,Northgate,Pothole Repair,neutral,19,False,phone
2025-09-18,Harbour,Illegal Parking,concerned,6,True,app
2025-09-18,Eastfield,Waste Collection,urgent,1,True,social_media
2025-09-18,Riverside,Noise Complaint,neutral,1,True,phone
2025-09-18,Harbour,EV Charger Fault,urgent,2,True,phone
2025-09-18,Central,Illegal Parking,concerned,15,False,email
2025-09-18,Harbour,Illegal Parking,frustrated,4,True,app
2025-09-18,Riverside,Waste Collection,neutral,8,False,chatbot
2025-09-18,Greenpark,Noise Complaint,concerned,8,False,phone
2025-09-18,Central,Air Quality Concern,neutral,6,True,chatbot
2025-09-18,Harbour,Traffic Signal Issue,neutral,2,True,chatbot
2025-09-18,Harbour,Streetlight Outage,satisfied,6,True,email
2025-09-19,Riverside,Waste Collection,concerned,4,True,chatbot
2025-09-19,Harbour,Streetlight Outage,concerned,6,True,social_media
2025-09-19,Greenpark,Streetlight Outage,concerned,8,False,app
2025-09-19,Northgate,Pothole Repair,frustrated,9,False,chatbot
2025-09-19,Greenpark,Pothole Repair,neutral,6,True,phone
2025-09-19,Greenpark,Pothole Repair,neutral,1,True,email
