date,district,consumption_kwh,renewable_pct,ev_charging_kwh,peak_demand_kw
2025-06-10,Central,2718.7,39.4,335.4,371.0
2025-06-10,Riverside,2737.2,15.1,481.8,474.5
2025-06-10,Northgate,1964.2,40.1,345.2,351.4
2025-06-10,Eastfield,1945.3,26.4,188.4,292.3
2025-06-10,Harbour,3112.6,35.1,534.4,486.8
2025-06-10,Greenpark,1322.6,34.4,352.2,175.8
2025-06-11,Central,3560.1,38.2,310.7,599.9
2025-06-11,Riverside,2705.1,50.4,361.7,464.1
2025-06-11,Northgate,1943.6,49.2,297.1,246.4
2025-06-11,Eastfield,1908.7,36.9,294.0,238.3
2025-06-11,Harbour,3000.1,51.8,403.1,400.2
2025-06-11,Greenpark,1367.0,54.0,745.4,215.2
2025-06-12,Central,3558.7,30.4,353.6,562.0
2025-06-12,Riverside,2927.2,44.1,147.2,379.6
2025-06-12,Northgate,2033.8,51.1,342.5,249.8
2025-06-12,Eastfield,2122.5,61.3,470.5,280.7
2025-06-12,Harbour,2994.5,48.5,140.4,381.6
2025-06-12,Greenpark,1330.3,34.1,589.8,169.7
2025-06-13,Central,3581.1,37.3,270.3,498.0
2025-06-13,Riverside,2854.8,63.5,37.2,436.8
2025-06-13,Northgate,1987.2,37.5,293.8,335.6
2025-06-13,Eastfield,2009.5,53.7,247.6,252.8
2025-06-13,Harbour,3266.4,47.7,603.8,571.9
2025-06-13,Greenpark,1308.9,59.2,56.2,227.8
2025-06-14,Central,2924.3,48.9,347.3,482.3
2025-06-14,Riverside,2172.1,14.4,296.2,266.2
2025-06-14,Northgate,1995.6,33.4,306.1,253.6
2025-06-14,Eastfield,2076.2,55.3,457.3,306.9
2025-06-14,Harbour,2992.9,29.5,364.1,501.4
2025-06-14,Greenpark,1102.2,39.7,408.4,159.0
2025-06-15,Central,2776.9,51.2,380.0,488.6
2025-06-15,Riverside,2337.3,23.7,344.4,301.0
2025-06-15,Northgate,1742.5,54.3,282.1,305.2
2025-06-15,Eastfield,1690.4,40.2,278.0,290.8
2025-06-15,Harbour,2770.1,54.1,213.2,479.0
2025-06-15,Greenpark,1616.6,48.7,358.2,251.8
2025-06-16,Central,3069.2,27.9,413.4,428.5
2025-06-16,Riverside,1779.2,55.8,408.2,275.1
2025-06-16,Northgate,1671.5,41.1,383.2,279.7
2025-06-16,Eastfield,2163.4,43.7,463.7,320.1
2025-06-16,Harbour,2313.7,42.9,283.7,309.3
2025-06-16,Greenpark,1613.4,37.6,357.8,253.9
2025-06-17,Central,3245.5,33.4,201.3,514.8
2025-06-17,Riverside,2507.7,34.5,518.8,326.7
2025-06-17,Northgate,1794.0,38.7,187.7,314.6
2025-06-17,Eastfield,2085.8,58.8,484.7,317.8
2025-06-17,Harbour,2411.5,47.2,262.3,387.4
2025-06-17,Greenpark,1328.3,32.8,474.2,224.1
2025-06-18,Central,3013.6,44.1,354.4,532.5
2025-06-18,Riverside,2163.2,52.3,296.1,285.2
2025-06-18,Northgate,1999.7,25.9,213.5,265.1
2025-06-18,Eastfield,2124.3,48.7,424.1,278.0
2025-06-18,Harbour,2377.5,33.8,160.4,370.0
2025-06-18,Greenpark,1687.6,36.5,273.8,202.7
2025-06-19,Central,2695.1,58.0,444.4,377.4
2025-06-19,Riverside,3068.8,42.4,269.1,503.6
2025-06-19,Northgate,1689.8,59.2,331.6,259.7
2025-06-19,Eastfield,2181.3,57.8,348.0,343.5
2025-06-19,Harbour,2775.6,34.2,133.1,467.1
2025-06-19,Greenpark,1543.2,45.0,610.9,250.9
2025-06-20,Central,3063.1,28.4,544.2,473.4
2025-06-20,Riverside,1605.2,35.9,343.1,204.1
2025-06-20,Northgate,1833.4,19.7,263.4,232.3
2025-06-20,Eastfield,1924.7,57.6,250.9,233.8
2025-06-20,Harbour,2901.7,36.7,430.7,478.2
2025-06-20,Greenpark,1388.4,16.1,304.3,171.7
2025-06-21,Central,3300.5,19.0,269.5,416.3
2025-06-21,Riverside,2390.4,53.9,309.7,395.5
2025-06-21,Northgate,2202.0,52.2,216.1,370.6
2025-06-21,Eastfield,1839.8,35.3,396.1,329.2
2025-06-21,Harbour,2901.0,49.3,156.9,378.4
2025-06-21,Greenpark,1747.6,37.6,268.9,248.2
2025-06-22,Central,3376.1,58.8,341.3,469.7
2025-06-22,Riverside,2607.9,60.7,555.8,374.3
2025-06-22,Northgate,2131.9,53.5,444.9,269.3
2025-06-22,Eastfield,1824.1,71.5,0.0,268.9
2025-06-22,Harbour,2820.0,53.8,514.0,361.0
2025-06-22,Greenpark,1598.2,31.5,87.4,215.2
2025-06-23,Central,2525.3,39.9,175.2,404.8
2025-06-23,Riverside,2367.4,42.9,175.1,340.2
2025-06-23,Northgate,1974.9,39.7,239.2,306.2
2025-06-23,Eastfield,1686.7,54.9,275.6,260.3
2025-06-23,Harbour,2519.4,48.3,201.5,329.2
2025-06-23,Greenpark,1604.0,36.6,243.3,249.2
2025-06-24,Central,2993.7,40.8,268.4,361.6
2025-06-24,Riverside,2471.7,34.9,592.8,341.7
2025-06-24,Northgate,2207.9,44.6,267.3,265.8
2025-06-24,Eastfield,1985.8,41.3,342.5,325.0
2025-06-24,Harbour,2641.7,45.7,370.2,445.6
2025-06-24,Greenpark,1298.7,29.8,507.2,207.7
2025-06-25,Central,2615.2,27.9,400.2,378.1
2025-06-25,Riverside,1775.4,51.4,263.8,220.3
2025-06-25,Northgate,2035.8,43.1,553.6,299.7
2025-06-25,Eastfield,1744.3,42.9,208.4,312.1
2025-06-25,Harbour,2513.3,50.0,202.2,377.1
2025-06-25,Greenpark,1351.6,50.1,213.6,172.8
2025-06-26,Central,3337.2,37.8,520.9,485.5
2025-06-26,Riverside,2363.1,27.8,437.2,291.0
2025-06-26,Northgate,2362.3,42.1,387.4,399.5
2025-06-26,Eastfield,1846.4,56.6,153.3,282.9
2025-06-26,Harbour,2627.2,38.0,301.8,384.1
2025-06-26,Greenpark,1441.1,35.2,340.5,243.2
2025-06-27,Central,4265.8,63.2,391.2,587.2
2025-06-27,Riverside,1849.6,45.7,317.0,231.9
2025-06-27,Northgate,1716.4,20.3,395.6,304.0
2025-06-27,Eastfield,1679.0,55.8,338.2,292.9
2025-06-27,Harbour,2158.6,23.9,113.9,265.8
2025-06-27,Greenpark,1518.3,43.3,329.7,237.3
2025-06-28,Central,3933.3,37.5,501.3,577.3
2025-06-28,Riverside,1782.5,59.0,180.5,295.4
2025-06-28,Northgate,2197.7,39.7,334.0,286.0
2025-06-28,Eastfield,1980.3,57.7,309.3,339.0
2025-06-28,Harbour,3342.0,40.9,342.1,549.5
2025-06-28,Greenpark,1491.2,39.4,310.5,205.9
2025-06-29,Central,3412.4,37.6,156.8,534.1
2025-06-29,Riverside,3116.4,48.6,308.6,410.2
2025-06-29,Northgate,1992.0,27.4,419.4,250.8
2025-06-29,Eastfield,1440.4,42.7,533.4,254.7
2025-06-29,Harbour,3683.8,80.8,226.5,526.8
2025-06-29,Greenpark,1401.9,61.3,344.8,186.3
2025-06-30,Central,4122.8,19.6,609.0,555.8
2025-06-30,Riverside,2205.7,34.7,441.7,361.0
2025-06-30,Northgate,1945.9,33.1,147.2,300.3
2025-06-30,Eastfield,1465.4,27.9,529.3,184.5
2025-06-30,Harbour,3041.3,27.9,201.9,530.4
2025-06-30,Greenpark,1542.7,38.2,434.2,270.5
2025-07-01,Central,3020.3,36.5,401.1,377.5
2025-07-01,Riverside,2445.5,47.5,359.0,302.8
2025-07-01,Northgate,1625.6,31.3,344.3,233.4
2025-07-01,Eastfield,1712.6,34.9,433.8,220.0
2025-07-01,Harbour,2626.1,34.5,320.5,338.8
2025-07-01,Greenpark,1385.9,38.4,411.6,227.8
2025-07-02,Central,2773.2,56.9,259.2,408.8
2025-07-02,Riverside,2424.4,37.0,275.9,327.2
2025-07-02,Northgate,1737.8,27.8,452.1,295.1
2025-07-02,Eastfield,1991.1,34.7,198.0,344.4
2025-07-02,Harbour,3451.8,30.3,145.8,533.0
2025-07-02,Greenpark,1201.8,39.0,527.3,174.2
2025-07-03,Central,3507.3,44.1,513.8,438.6
2025-07-03,Riverside,2268.3,22.2,497.4,300.8
2025-07-03,Northgate,2574.3,27.0,308.8,313.6
2025-07-03,Eastfield,1364.0,32.4,161.4,209.8
2025-07-03,Harbour,2392.3,60.0,506.3,326.5
2025-07-03,Greenpark,1595.6,42.7,432.2,222.5
2025-07-04,Central,2721.2,66.2,304.5,434.1
2025-07-04,Riverside,2181.8,69.2,95.6,375.2
2025-07-04,Northgate,1872.4,32.1,343.6,260.0
2025-07-04,Eastfield,1621.5,54.5,350.3,232.9
2025-07-04,Harbour,2531.4,40.1,388.0,373.9
2025-07-04,Greenpark,1489.9,35.0,184.5,185.0
2025-07-05,Central,3610.5,37.9,482.4,434.8
2025-07-05,Riverside,2495.6,46.3,426.8,347.1
2025-07-05,Northgate,1857.3,39.4,285.7,239.6
2025-07-05,Eastfield,1913.5,42.1,433.8,315.9
2025-07-05,Harbour,3281.3,59.5,218.6,506.2
2025-07-05,Greenpark,1559.2,37.2,312.3,206.2
2025-07-06,Central,3183.2,50.8,269.9,553.2
2025-07-06,Riverside,2085.4,49.5,393.6,366.2
2025-07-06,Northgate,1900.0,51.9,331.7,267.2
2025-07-06,Eastfield,1305.5,50.2,125.7,219.6
2025-07-06,Harbour,2081.2,52.6,219.6,260.4
2025-07-06,Greenpark,1064.6,47.9,217.1,144.7
2025-07-07,Central,3281.5,53.3,339.7,497.1
2025-07-07,Riverside,1729.0,44.4,451.7,303.6
2025-07-07,Northgate,2026.6,42.0,402.4,294.0
2025-07-07,Eastfield,1765.9,35.5,562.2,250.1
2025-07-07,Harbour,2631.1,66.0,204.2,456.3
2025-07-07,Greenpark,1327.4,30.8,377.9,212.2
2025-07-08,Central,3031.3,35.0,65.2,489.8
2025-07-08,Riverside,2584.0,44.7,424.4,349.0
2025-07-08,Northgate,2275.9,37.6,395.5,355.5
2025-07-08,Eastfield,1591.6,38.6,183.5,220.5
2025-07-08,Harbour,2479.6,36.8,197.3,420.6
2025-07-08,Greenpark,1580.4,23.2,347.0,202.9
2025-07-09,Central,2892.6,56.6,489.6,392.8
2025-07-09,Riverside,2285.5,45.9,318.1,391.0
2025-07-09,Northgate,2306.6,38.6,316.5,288.7
2025-07-09,Eastfield,1902.7,39.2,355.8,290.0
2025-07-09,Harbour,3192.5,25.5,290.4,574.6
2025-07-09,Greenpark,1332.5,45.6,60.6,219.5
2025-07-10,Central,2737.5,10.1,179.3,455.4
2025-07-10,Riverside,2795.8,41.9,422.1,378.7
2025-07-10,Northgate,1748.3,30.0,519.2,215.1
2025-07-10,Eastfield,1946.8,25.5,343.3,258.9
2025-07-10,Harbour,2426.0,28.2,360.1,334.9
2025-07-10,Greenpark,1477.2,67.1,449.7,215.0
2025-07-11,Central,2876.6,49.5,224.8,346.8
2025-07-11,Riverside,2484.9,48.2,499.0,385.0
2025-07-11,Northgate,1910.6,32.9,277.6,255.7
2025-07-11,Eastfield,1596.1,50.4,372.2,193.7
2025-07-11,Harbour,2475.3,59.5,239.0,373.9
2025-07-11,Greenpark,1111.1,45.0,360.7,146.5
2025-07-12,Central,2959.0,42.7,290.3,470.7
2025-07-12,Riverside,2478.2,32.4,34.4,311.8
2025-07-12,Northgate,2003.6,25.9,319.6,322.8
2025-07-12,Eastfield,1678.2,57.7,352.7,247.5
2025-07-12,Harbour,2193.3,56.7,627.4,312.8
2025-07-12,Greenpark,1597.0,51.7,302.8,214.5
2025-07-13,Central,3202.4,38.8,323.9,429.0
2025-07-13,Riverside,2276.0,46.2,273.9,322.0
2025-07-13,Northgate,1680.6,45.8,317.3,270.3
2025-07-13,Eastfield,1268.3,39.7,193.3,178.5
2025-07-13,Harbour,2356.3,33.3,310.9,420.4
2025-07-13,Greenpark,1208.2,33.8,337.9,196.6
2025-07-14,Central,2893.9,41.8,114.2,468.8
2025-07-14,Riverside,2732.4,34.2,362.8,406.7
2025-07-14,Northgate,2384.0,23.0,284.9,363.2
2025-07-14,Eastfield,1274.9,65.4,380.2,163.5
2025-07-14,Harbour,2389.4,37.3,457.2,302.5
2025-07-14,Greenpark,1249.3,63.4,163.5,210.6
2025-07-15,Central,3393.6,40.2,459.6,500.9
2025-07-15,Riverside,2215.5,57.5,257.7,269.7
2025-07-15,Northgate,1747.6,36.8,387.9,291.2
2025-07-15,Eastfield,1878.3,47.7,296.9,291.9
2025-07-15,Harbour,2514.6,52.9,472.7,431.0
2025-07-15,Greenpark,1145.2,53.9,167.4,165.5
2025-07-16,Central,2892.5,36.4,255.9,500.0
2025-07-16,Riverside,2085.3,60.2,455.1,374.0
2025-07-16,Northgate,2056.5,47.8,480.7,326.4
2025-07-16,Eastfield,1682.9,34.0,689.7,289.0
2025-07-16,Harbour,2693.4,60.3,273.7,418.8
2025-07-16,Greenpark,1260.9,32.3,429.6,212.9
2025-07-17,Central,2897.3,45.2,474.7,478.5
2025-07-17,Riverside,1994.5,39.7,355.6,277.7
2025-07-17,Northgate,2001.0,60.6,322.6,310.2
2025-07-17,Eastfield,1608.8,40.5,376.9,256.1
2025-07-17,Harbour,2808.5,40.5,363.6,444.9
2025-07-17,Greenpark,1461.7,34.9,213.4,215.7
2025-07-18,Central,3042.3,38.5,335.0,465.9
2025-07-18,Riverside,3022.2,54.3,310.1,374.2
2025-07-18,Northgate,1491.0,29.8,346.4,196.4
2025-07-18,Eastfield,1393.7,52.4,430.5,186.5
2025-07-18,Harbour,2279.3,43.0,549.4,330.5
2025-07-18,Greenpark,1418.5,38.4,290.5,194.7
2025-07-19,Central,3631.1,63.2,244.8,533.4
2025-07-19,Riverside,1703.1,18.1,418.1,291.0
2025-07-19,Northgate,2599.0,42.6,204.5,409.6
2025-07-19,Eastfield,1954.3,56.3,269.3,313.1
2025-07-19,Harbour,2645.4,15.7,368.6,327.7
2025-07-19,Greenpark,1704.1,43.5,409.8,277.0
2025-07-20,Central,2803.8,19.1,150.2,364.6
2025-07-20,Riverside,2169.5,37.4,351.7,371.1
2025-07-20,Northgate,2061.5,36.6,189.7,356.7
2025-07-20,Eastfield,1572.3,50.6,312.9,281.4
2025-07-20,Harbour,2263.5,55.3,291.8,387.0
2025-07-20,Greenpark,1659.7,62.5,446.1,261.4
2025-07-21,Central,4589.0,44.8,187.4,822.0
2025-07-21,Riverside,2234.3,38.0,477.2,396.2
2025-07-21,Northgate,2385.1,33.1,404.9,421.9
2025-07-21,Eastfield,2011.5,58.9,330.5,304.6
2025-07-21,Harbour,2601.0,46.0,130.2,379.0
2025-07-21,Greenpark,1194.0,24.4,436.5,163.3
2025-07-22,Central,2864.9,31.3,374.2,392.6
2025-07-22,Riverside,2074.3,51.7,500.0,272.8
2025-07-22,Northgate,1900.5,48.8,236.4,281.9
2025-07-22,Eastfield,1725.1,40.9,363.2,267.1
2025-07-22,Harbour,2530.2,47.8,452.0,309.0
2025-07-22,Greenpark,1573.2,45.5,456.3,206.3
2025-07-23,Central,2674.7,49.9,257.2,376.9
2025-07-23,Riverside,2097.1,58.4,562.9,374.2
2025-07-23,Northgate,1676.6,37.0,264.2,226.0
2025-07-23,Eastfield,1559.3,36.2,240.5,224.4
2025-07-23,Harbour,2779.4,44.3,515.4,346.8
2025-07-23,Greenpark,1445.2,48.1,246.3,174.7
2025-07-24,Central,3005.7,28.4,247.6,428.8
2025-07-24,Riverside,2442.4,54.4,222.4,309.5
2025-07-24,Northgate,2246.6,26.2,231.4,399.9
2025-07-24,Eastfield,1495.4,46.4,151.0,213.0
2025-07-24,Harbour,2492.1,32.5,218.8,347.5
2025-07-24,Greenpark,1091.5,32.2,462.4,150.6
2025-07-25,Central,2453.8,36.6,538.6,315.4
2025-07-25,Riverside,2341.7,34.9,375.3,416.1
2025-07-25,Northgate,1914.9,10.0,389.5,308.6
2025-07-25,Eastfield,1740.1,34.0,183.1,216.6
2025-07-25,Harbour,2622.3,55.7,531.6,341.9
2025-07-25,Greenpark,1468.6,50.2,314.6,255.3
2025-07-26,Central,3334.5,37.3,309.0,562.0
2025-07-26,Riverside,2164.7,41.1,441.2,335.8
2025-07-26,Northgate,2086.5,45.1,434.5,340.5
2025-07-26,Eastfield,2181.8,46.3,387.7,314.7
2025-07-26,Harbour,2183.5,55.1,438.2,281.5
2025-07-26,Greenpark,1325.0,29.5,372.9,190.9
2025-07-27,Central,3200.6,45.2,286.7,430.3
2025-07-27,Riverside,1876.3,23.8,285.3,331.0
2025-07-27,Northgate,2274.8,39.3,285.6,304.0
2025-07-27,Eastfield,2056.1,29.4,319.0,266.7
2025-07-27,Harbour,3054.4,66.3,502.3,446.6
2025-07-27,Greenpark,1389.3,45.6,340.3,182.3
2025-07-28,Central,3947.5,45.8,392.9,625.3
2025-07-28,Riverside,2134.2,58.1,450.0,357.2
2025-07-28,Northgate,2018.1,29.9,175.2,330.3
2025-07-28,Eastfield,1215.3,33.8,286.9,196.4
2025-07-28,Harbour,2861.5,23.8,383.6,424.0
2025-07-28,Greenpark,1371.8,38.6,566.7,185.1
2025-07-29,Central,3497.5,20.3,290.1,444.0
2025-07-29,Riverside,2168.9,44.7,252.4,278.0
2025-07-29,Northgate,2255.8,53.1,270.0,386.7
2025-07-29,Eastfield,1671.1,37.5,285.1,263.2
2025-07-29,Harbour,1891.8,47.2,485.5,284.5
2025-07-29,Greenpark,1213.8,43.6,51.2,185.6
2025-07-30,Central,2852.1,24.2,430.1,369.3
2025-07-30,Riverside,1921.0,51.3,637.5,333.7
2025-07-30,Northgate,1541.6,33.0,354.3,240.1
2025-07-30,Eastfield,2062.3,55.2,532.7,304.8
2025-07-30,Harbour,2658.6,52.9,599.2,402.5
2025-07-30,Greenpark,1607.4,43.2,543.4,250.7
2025-07-31,Central,3470.8,43.7,578.4,428.0
2025-07-31,Riverside,2641.8,45.8,499.7,402.0
2025-07-31,Northgate,2124.0,50.1,339.5,380.3
2025-07-31,Eastfield,1732.6,48.7,225.9,249.5
2025-07-31,Harbour,2426.4,22.1,349.8,329.3
2025-07-31,Greenpark,926.6,40.5,265.0,116.7
2025-08-01,Central,3670.9,24.1,492.5,654.5
2025-08-01,Riverside,2594.1,24.1,251.8,322.9
2025-08-01,Northgate,2144.8,31.7,432.6,280.6
2025-08-01,Eastfield,2076.9,62.8,249.5,255.1
2025-08-01,Harbour,2914.7,30.9,322.4,468.6
2025-08-01,Greenpark,1216.1,37.2,320.2,202.5
2025-08-02,Central,3464.4,56.8,330.0,611.0
2025-08-02,Riverside,2913.3,76.3,603.5,468.0
2025-08-02,Northgate,1593.1,49.5,305.2,242.3
2025-08-02,Eastfield,1813.6,60.6,515.4,264.6
2025-08-02,Harbour,3137.3,41.2,349.9,413.5
2025-08-02,Greenpark,1262.5,41.5,419.1,174.6
2025-08-03,Central,3283.4,40.2,309.6,503.4
2025-08-03,Riverside,2132.5,59.5,429.1,297.8
2025-08-03,Northgate,1912.3,45.0,295.9,241.0
2025-08-03,Eastfield,1667.7,61.6,765.2,207.9
2025-08-03,Harbour,2868.9,40.5,343.0,395.1
2025-08-03,Greenpark,1611.6,23.1,350.8,217.8
2025-08-04,Central,2540.3,69.0,347.0,394.1
2025-08-04,Riverside,1832.3,36.5,508.0,244.6
2025-08-04,Northgate,2192.4,35.6,282.4,290.7
2025-08-04,Eastfield,1825.7,44.2,355.4,297.9
2025-08-04,Harbour,2649.0,27.6,415.4,346.2
2025-08-04,Greenpark,1530.2,39.0,159.2,210.4
2025-08-05,Central,3559.0,37.4,366.7,599.6
2025-08-05,Riverside,2298.4,27.2,395.9,343.1
2025-08-05,Northgate,1843.9,56.9,244.6,275.1
2025-08-05,Eastfield,2064.6,37.4,204.3,362.1
2025-08-05,Harbour,2745.6,39.0,219.9,355.5
2025-08-05,Greenpark,1512.6,43.3,284.2,257.7
2025-08-06,Central,3923.3,44.5,364.6,476.9
2025-08-06,Riverside,2258.5,16.5,349.6,350.3
2025-08-06,Northgate,2267.7,56.4,418.2,373.2
2025-08-06,Eastfield,1680.6,50.6,301.4,280.6
2025-08-06,Harbour,2281.8,43.4,473.6,352.4
2025-08-06,Greenpark,1376.7,36.7,312.9,196.9
2025-08-07,Central,2638.4,44.2,461.3,467.8
2025-08-07,Riverside,2092.2,47.4,390.5,302.4
2025-08-07,Northgate,1792.3,53.8,559.9,318.7
2025-08-07,Eastfield,1937.3,31.0,195.5,324.4
2025-08-07,Harbour,3192.6,13.5,415.0,420.1
2025-08-07,Greenpark,1770.2,48.4,484.0,289.4
2025-08-08,Central,3607.6,53.6,215.9,464.5
2025-08-08,Riverside,3135.1,48.0,338.2,505.6
2025-08-08,Northgate,2451.8,51.7,255.1,392.2
2025-08-08,Eastfield,1791.4,58.8,425.5,259.3
2025-08-08,Harbour,2358.8,38.4,379.8,375.4
2025-08-08,Greenpark,1679.2,56.2,435.2,265.8
2025-08-09,Central,2975.6,58.6,320.3,366.2
2025-08-09,Riverside,2204.4,35.0,359.8,274.0
2025-08-09,Northgate,2528.5,57.9,337.3,355.5
2025-08-09,Eastfield,1845.1,31.9,312.7,284.5
2025-08-09,Harbour,2451.2,52.6,302.2,295.6
2025-08-09,Greenpark,1136.0,50.6,381.2,170.1
2025-08-10,Central,3017.1,42.6,257.4,483.7
2025-08-10,Riverside,2385.1,37.4,325.8,419.3
2025-08-10,Northgate,1789.7,42.5,608.5,304.2
2025-08-10,Eastfield,1542.1,52.6,308.3,199.3
2025-08-10,Harbour,2708.9,42.5,378.0,359.0
2025-08-10,Greenpark,1072.6,29.9,471.8,148.1
2025-08-11,Central,4107.7,31.6,424.5,647.6
2025-08-11,Riverside,2308.6,53.8,482.8,290.6
2025-08-11,Northgate,1944.7,42.2,390.7,233.8
2025-08-11,Eastfield,1834.6,58.9,300.5,254.4
2025-08-11,Harbour,2239.0,63.3,323.0,333.4
2025-08-11,Greenpark,1514.8,40.5,233.0,264.7
2025-08-12,Central,3934.1,30.7,308.9,688.8
2025-08-12,Riverside,2608.4,51.6,524.9,455.2
2025-08-12,Northgate,2283.9,32.6,388.2,355.3
2025-08-12,Eastfield,1671.4,51.5,288.7,297.6
2025-08-12,Harbour,2025.7,52.2,332.9,259.3
2025-08-12,Greenpark,1309.2,36.9,591.4,227.7
2025-08-13,Central,3099.9,36.4,273.7,411.4
2025-08-13,Riverside,2496.3,30.3,219.5,338.7
2025-08-13,Northgate,1716.9,31.2,520.4,255.9
2025-08-13,Eastfield,2209.7,12.4,509.5,276.6
2025-08-13,Harbour,2323.0,47.1,593.7,320.7
2025-08-13,Greenpark,1362.7,45.5,345.1,206.0
2025-08-14,Central,3252.0,42.8,541.6,562.5
2025-08-14,Riverside,2099.6,40.9,256.6,253.9
2025-08-14,Northgate,2161.0,37.3,397.8,300.5
2025-08-14,Eastfield,1982.9,24.6,557.0,289.3
2025-08-14,Harbour,2748.9,49.5,317.0,369.8
2025-08-14,Greenpark,1355.0,36.4,368.8,216.8
2025-08-15,Central,4450.7,33.8,489.0,719.1
2025-08-15,Riverside,1856.4,40.9,360.4,299.6
2025-08-15,Northgate,2606.2,38.6,424.1,331.0
2025-08-15,Eastfield,1825.6,44.8,216.9,228.6
2025-08-15,Harbour,3117.2,37.3,565.8,436.3
2025-08-15,Greenpark,1258.6,42.5,245.8,158.1
2025-08-16,Central,3729.6,28.6,256.3,496.9
2025-08-16,Riverside,2408.0,19.3,164.7,372.5
2025-08-16,Northgate,1711.6,52.5,317.7,290.2
2025-08-16,Eastfield,2302.6,43.9,325.0,279.8
2025-08-16,Harbour,3175.1,26.0,396.2,561.6
2025-08-16,Greenpark,1361.4,58.8,352.7,233.0
2025-08-17,Central,3950.5,62.5,55.4,496.5
2025-08-17,Riverside,2688.3,42.9,209.8,443.6
2025-08-17,Northgate,2056.7,59.7,253.0,319.2
2025-08-17,Eastfield,1894.9,48.0,499.1,231.4
2025-08-17,Harbour,2844.1,50.4,328.1,347.5
2025-08-17,Greenpark,1307.0,42.8,435.4,183.6
2025-08-18,Central,3458.3,18.9,602.3,549.1
2025-08-18,Riverside,2474.3,41.1,561.1,420.9
2025-08-18,Northgate,2010.1,39.4,191.3,277.5
2025-08-18,Eastfield,1722.5,40.9,380.1,211.2
2025-08-18,Harbour,2618.9,26.3,548.3,318.1
2025-08-18,Greenpark,1249.0,64.5,146.9,157.0
2025-08-19,Central,2801.4,30.5,499.2,499.9
2025-08-19,Riverside,2490.6,41.2,445.9,423.1
2025-08-19,Northgate,1977.5,33.3,255.6,283.2
2025-08-19,Eastfield,1535.6,41.0,239.2,246.3
2025-08-19,Harbour,3012.7,33.1,455.8,410.6
2025-08-19,Greenpark,1364.1,30.9,380.5,196.3
2025-08-20,Central,2727.8,50.5,221.6,462.0
2025-08-20,Riverside,2828.4,30.9,440.9,409.0
2025-08-20,Northgate,2327.8,39.4,118.7,373.7
2025-08-20,Eastfield,1693.7,48.8,405.9,244.3
2025-08-20,Harbour,2858.5,49.4,522.4,411.8
2025-08-20,Greenpark,1675.3,44.8,190.6,217.6
2025-08-21,Central,2962.9,45.0,315.9,482.2
2025-08-21,Riverside,2745.0,46.0,525.5,355.0
2025-08-21,Northgate,1834.6,46.5,330.5,266.5
2025-08-21,Eastfield,2142.4,39.5,388.4,342.7
2025-08-21,Harbour,2618.4,54.2,287.8,427.1
2025-08-21,Greenpark,1483.3,39.9,131.4,265.0
2025-08-22,Central,3358.0,30.1,463.4,418.0
2025-08-22,Riverside,2743.3,16.9,418.8,382.6
2025-08-22,Northgate,2531.3,34.4,439.0,331.8
2025-08-22,Eastfield,1890.5,43.9,317.1,289.0
2025-08-22,Harbour,2478.3,52.4,354.0,329.8
2025-08-22,Greenpark,1518.8,47.3,162.8,253.9
2025-08-23,Central,3047.4,32.8,296.6,464.4
2025-08-23,Riverside,2729.0,18.2,470.2,367.9
2025-08-23,Northgate,2431.4,54.4,384.0,303.4
2025-08-23,Eastfield,1946.3,43.1,314.9,301.9
2025-08-23,Harbour,2556.5,18.2,329.1,316.9
2025-08-23,Greenpark,1841.5,52.6,413.8,316.7
2025-08-24,Central,3808.5,25.1,299.5,584.7
2025-08-24,Riverside,2272.7,53.3,331.6,339.4
2025-08-24,Northgate,1641.6,40.5,489.5,216.3
2025-08-24,Eastfield,1583.0,35.3,247.8,239.5
2025-08-24,Harbour,2509.0,23.0,241.8,405.4
2025-08-24,Greenpark,1511.0,39.9,212.0,230.8
2025-08-25,Central,3456.0,50.1,296.3,568.5
2025-08-25,Riverside,2046.4,49.0,398.4,290.8
2025-08-25,Northgate,2265.7,51.3,236.2,378.7
2025-08-25,Eastfield,1916.7,56.4,219.4,254.0
2025-08-25,Harbour,2763.3,35.3,264.9,457.5
2025-08-25,Greenpark,1313.8,27.5,535.8,174.6
2025-08-26,Central,3807.0,51.1,309.0,596.8
2025-08-26,Riverside,2138.3,40.5,301.8,365.2
2025-08-26,Northgate,1754.3,55.5,147.9,245.5
2025-08-26,Eastfield,1835.7,26.4,270.2,277.5
2025-08-26,Harbour,2460.2,47.8,240.4,427.5
2025-08-26,Greenpark,1466.8,30.5,570.2,254.3
2025-08-27,Central,3506.1,64.1,394.3,433.9
2025-08-27,Riverside,2552.0,62.2,554.7,328.5
2025-08-27,Northgate,2036.4,44.1,439.3,335.1
2025-08-27,Eastfield,2113.6,36.9,513.8,305.0
2025-08-27,Harbour,2698.3,49.7,29.4,437.8
2025-08-27,Greenpark,1461.1,34.9,410.9,262.7
2025-08-28,Central,3241.1,27.3,378.6,563.7
2025-08-28,Riverside,2788.0,33.4,320.1,438.6
2025-08-28,Northgate,2101.3,35.0,370.6,332.1
2025-08-28,Eastfield,2215.9,49.3,548.9,385.5
2025-08-28,Harbour,2975.3,44.6,657.7,455.5
2025-08-28,Greenpark,1751.7,45.8,210.0,247.6
2025-08-29,Central,3450.8,53.8,487.1,496.0
