date,district,transactions,revenue_gbp,violations,avg_duration_mins,occupancy_pct
2025-06-15,Riverside,181,507.43,10,57.6,91.2
2025-06-15,Northgate,136,600.79,13,114.5,57.5
2025-06-15,Eastfield,118,340.0,13,65.4,68.2
2025-06-15,Harbour,234,659.27,24,129.0,72.4
2025-06-15,Greenpark,103,551.14,10,37.0,83.7
2025-06-16,Central,302,1182.54,35,125.2,71.5
2025-06-16,Riverside,197,689.48,22,163.9,67.4
2025-06-16,Northgate,196,776.05,11,76.7,67.4
2025-06-16,Eastfield,122,473.61,7,107.2,42.8
2025-06-16,Harbour,181,695.39,18,92.5,77.6
2025-06-16,Greenpark,110,426.06,6,76.5,81.8
2025-06-17,Central,360,1265.83,24,60.3,76.5
2025-06-17,Riverside,197,1009.27,18,128.0,58.9
2025-06-17,Northgate,194,558.7,13,94.3,52.1
2025-06-17,Eastfield,150,620.17,11,118.1,56.2
2025-06-17,Harbour,276,733.08,12,96.3,94.3
2025-06-17,Greenpark,111,372.3,7,128.8,62.2
2025-06-18,Central,271,692.16,22,90.0,58.8
2025-06-18,Riverside,212,1039.96,20,40.5,64.1
2025-06-18,Northgate,166,670.11,15,153.5,68.5
2025-06-18,Eastfield,139,572.77,13,116.8,86.2
2025-06-18,Harbour,252,747.02,19,68.8,59.6
2025-06-18,Greenpark,102,404.62,5,99.8,71.5
2025-06-19,Central,309,823.03,19,96.1,90.9
2025-06-19,Riverside,277,834.45,31,79.8,56.8
2025-06-19,Northgate,148,421.65,13,109.6,81.2
2025-06-19,Eastfield,124,364.17,8,119.8,92.6
2025-06-19,Harbour,220,710.67,20,84.4,79.5
2025-06-19,Greenpark,127,470.86,8,100.7,81.5
2025-06-20,Central,271,1004.54,11,94.9,62.1
2025-06-20,Riverside,200,710.43,10,111.8,81.1
2025-06-20,Northgate,170,615.41,8,104.5,65.3
2025-06-20,Eastfield,121,435.62,11,101.7,59.6
2025-06-20,Harbour,231,978.44,27,97.8,84.8
2025-06-20,Greenpark,117,588.44,5,128.8,91.4
2025-06-21,Central,307,1464.63,27,66.5,77.5
2025-06-21,Riverside,187,515.82,19,62.7,69.9
2025-06-21,Northgate,170,740.99,2,119.2,79.1
2025-06-21,Eastfield,109,550.95,7,95.1,90.4
2025-06-21,Harbour,233,827.15,8,150.1,90.0
2025-06-21,Greenpark,86,309.06,8,85.4,78.5
2025-06-22,Central,260,1244.51,30,72.1,82.0
2025-06-22,Riverside,196,744.08,16,93.7,79.5
2025-06-22,Northgate,143,765.78,7,115.0,66.1
2025-06-22,Eastfield,110,302.48,11,71.5,88.8
2025-06-22,Harbour,199,787.2,24,81.2,91.6
2025-06-22,Greenpark,75,270.15,3,129.5,73.7
2025-06-23,Central,319,1439.39,4,71.8,57.6
2025-06-23,Riverside,210,888.63,18,89.5,73.0
2025-06-23,Northgate,183,757.12,27,78.3,68.6
2025-06-23,Eastfield,122,324.29,0,112.8,99.0
2025-06-23,Harbour,274,823.29,14,90.7,51.6
2025-06-23,Greenpark,108,479.06,5,121.2,79.3
2025-06-24,Central,274,909.95,20,96.4,76.3
2025-06-24,Riverside,192,807.88,15,42.4,99.0
2025-06-24,Northgate,183,493.13,16,55.2,68.8
2025-06-24,Eastfield,93,394.92,2,69.2,65.4
2025-06-24,Harbour,290,1302.69,23,107.7,69.2
2025-06-24,Greenpark,127,519.45,13,149.6,61.7
2025-06-25,Central,367,1225.52,33,74.0,74.0
2025-06-25,Riverside,247,1131.31,15,43.1,71.7
2025-06-25,Northgate,205,933.29,15,89.5,76.3
2025-06-25,Eastfield,132,454.58,13,112.7,72.3
2025-06-25,Harbour,243,1231.94,16,63.2,65.4
2025-06-25,Greenpark,93,487.9,3,95.8,96.1
2025-06-26,Central,302,807.76,26,84.1,47.6
2025-06-26,Riverside,186,794.67,19,100.0,73.5
2025-06-26,Northgate,180,868.31,20,138.6,99.0
2025-06-26,Eastfield,106,271.69,9,118.9,99.0
2025-06-26,Harbour,247,664.63,23,125.1,74.7
2025-06-26,Greenpark,134,411.88,9,60.2,97.6
2025-06-27,Central,299,985.41,20,102.8,73.9
2025-06-27,Riverside,228,607.87,14,75.8,73.0
2025-06-27,Northgate,203,901.84,19,95.8,84.1
2025-06-27,Eastfield,139,400.41,6,83.0,99.0
2025-06-27,Harbour,247,1321.82,9,64.2,43.5
2025-06-27,Greenpark,136,461.96,17,60.5,65.5
2025-06-28,Central,244,772.34,19,78.7,81.2
2025-06-28,Riverside,171,432.61,9,98.7,73.5
2025-06-28,Northgate,158,419.81,16,108.0,78.4
2025-06-28,Eastfield,115,367.85,14,107.0,82.9
2025-06-28,Harbour,188,916.99,11,84.4,87.9
2025-06-28,Greenpark,106,551.72,12,91.9,68.8
2025-06-29,Central,277,1074.71,24,64.4,78.3
2025-06-29,Riverside,171,471.68,4,98.4,99.0
2025-06-29,Northgate,145,507.84,6,158.8,81.8
2025-06-29,Eastfield,101,268.54,12,75.8,55.1
2025-06-29,Harbour,215,637.37,8,129.2,57.0
2025-06-29,Greenpark,75,282.06,8,91.9,72.2
2025-06-30,Central,312,1641.16,20,75.3,51.1
2025-06-30,Riverside,233,1240.89,19,85.8,75.2
2025-06-30,Northgate,157,614.2,20,89.3,93.6
2025-06-30,Eastfield,121,612.65,4,73.8,85.9
2025-06-30,Harbour,237,1247.16,15,120.0,99.0
2025-06-30,Greenpark,96,472.45,11,69.4,72.9
2025-07-01,Central,302,1603.53,14,114.0,66.1
2025-07-01,Riverside,182,474.84,18,102.3,64.4
2025-07-01,Northgate,164,656.84,7,80.6,77.0
2025-07-01,Eastfield,128,527.68,0,84.3,78.2
2025-07-01,Harbour,263,1096.08,28,76.6,97.0
2025-07-01,Greenpark,128,521.47,6,60.1,90.0
2025-07-02,Central,305,840.64,32,134.5,67.4
2025-07-02,Riverside,202,1047.22,24,80.0,48.6
2025-07-02,Northgate,195,539.43,18,85.0,84.2
2025-07-02,Eastfield,125,469.24,7,74.6,55.0
2025-07-02,Harbour,230,969.88,13,45.6,60.8
2025-07-02,Greenpark,129,615.38,11,124.8,59.7
2025-07-03,Central,341,1104.51,21,104.0,86.5
2025-07-03,Riverside,213,869.62,6,65.0,82.5
2025-07-03,Northgate,166,760.68,17,110.2,40.8
2025-07-03,Eastfield,147,721.72,6,135.5,78.2
2025-07-03,Harbour,204,1005.02,24,110.0,46.1
2025-07-03,Greenpark,110,374.91,13,128.1,69.5
2025-07-04,Central,301,1349.8,30,114.1,57.3
2025-07-04,Riverside,211,790.26,18,91.8,59.2
2025-07-04,Northgate,158,761.05,8,142.7,50.5
2025-07-04,Eastfield,130,359.98,7,57.2,68.7
2025-07-04,Harbour,237,706.96,22,111.4,73.4
2025-07-04,Greenpark,124,630.61,6,100.0,71.9
2025-07-05,Central,231,1265.53,19,54.8,61.5
2025-07-05,Riverside,128,353.2,12,101.4,89.9
2025-07-05,Northgate,131,391.98,8,117.8,62.0
2025-07-05,Eastfield,119,414.69,8,68.7,78.4
2025-07-05,Harbour,157,739.53,9,101.5,71.6
2025-07-05,Greenpark,99,390.62,6,45.0,72.5
2025-07-06,Central,268,1424.73,24,105.2,77.3
2025-07-06,Riverside,198,675.28,17,54.2,58.4
2025-07-06,Northgate,111,597.72,7,79.3,67.6
2025-07-06,Eastfield,102,288.83,8,90.2,49.5
2025-07-06,Harbour,240,1132.42,17,49.0,59.8
2025-07-06,Greenpark,116,308.12,6,67.6,71.0
2025-07-07,Central,315,1243.2,32,106.2,72.3
2025-07-07,Riverside,189,593.58,18,72.3,97.3
2025-07-07,Northgate,195,1016.41,15,85.0,56.5
2025-07-07,Eastfield,116,626.87,10,61.7,39.3
2025-07-07,Harbour,221,702.84,18,122.3,49.9
2025-07-07,Greenpark,129,567.82,9,47.7,76.7
2025-07-08,Central,251,1062.79,17,95.1,80.9
2025-07-08,Riverside,209,735.82,12,89.9,88.8
2025-07-08,Northgate,163,783.43,10,117.0,60.4
2025-07-08,Eastfield,124,483.16,6,80.7,54.3
2025-07-08,Harbour,245,951.03,10,90.7,35.9
2025-07-08,Greenpark,98,303.67,6,97.7,66.8
2025-07-09,Central,325,1642.7,20,29.9,64.1
2025-07-09,Riverside,184,555.36,9,113.9,68.7
2025-07-09,Northgate,144,763.67,19,145.0,89.1
2025-07-09,Eastfield,133,591.51,8,119.4,93.0
2025-07-09,Harbour,223,843.24,15,45.5,68.0
2025-07-09,Greenpark,121,415.04,15,102.3,75.7
2025-07-10,Central,285,1196.71,23,81.7,77.8
2025-07-10,Riverside,214,547.92,15,90.8,96.6
2025-07-10,Northgate,171,847.85,13,110.5,40.0
2025-07-10,Eastfield,156,837.4,17,35.4,83.2
2025-07-10,Harbour,248,841.82,23,130.2,53.9
2025-07-10,Greenpark,99,426.2,7,91.8,62.2
2025-07-11,Central,211,1001.41,27,107.8,81.3
2025-07-11,Riverside,223,1116.09,18,82.9,84.6
2025-07-11,Northgate,151,448.79,0,75.3,60.2
2025-07-11,Eastfield,167,874.2,17,124.9,49.2
2025-07-11,Harbour,260,923.5,25,110.4,38.2
2025-07-11,Greenpark,111,545.87,6,73.6,62.8
2025-07-12,Central,285,918.85,22,89.5,62.3
2025-07-12,Riverside,176,871.27,22,91.0,99.0
2025-07-12,Northgate,126,567.02,8,111.2,47.6
2025-07-12,Eastfield,92,460.77,13,85.9,46.9
2025-07-12,Harbour,258,1251.79,24,136.0,54.3
2025-07-12,Greenpark,121,309.88,6,93.4,50.2
2025-07-13,Central,251,1327.69,27,49.0,25.2
2025-07-13,Riverside,174,563.92,12,95.8,82.4
2025-07-13,Northgate,168,486.03,16,84.3,73.4
2025-07-13,Eastfield,94,286.58,7,70.5,42.6
2025-07-13,Harbour,185,742.05,15,102.4,52.9
2025-07-13,Greenpark,113,532.78,15,124.2,61.1
2025-07-14,Central,272,1208.85,0,57.0,86.2
2025-07-14,Riverside,209,602.19,19,123.1,45.9
2025-07-14,Northgate,185,467.59,13,58.9,82.3
2025-07-14,Eastfield,144,539.67,10,105.5,75.3
2025-07-14,Harbour,202,818.37,13,99.6,65.8
2025-07-14,Greenpark,135,387.1,11,121.0,73.4
2025-07-15,Central,278,753.76,0,71.6,54.2
2025-07-15,Riverside,201,780.4,17,71.5,79.1
2025-07-15,Northgate,216,1101.72,16,132.2,88.7
2025-07-15,Eastfield,141,464.52,9,98.8,76.5
2025-07-15,Harbour,218,834.75,22,128.3,80.7
2025-07-15,Greenpark,116,576.32,11,24.2,92.4
2025-07-16,Central,328,1538.21,9,139.3,53.7
2025-07-16,Riverside,232,616.17,25,91.7,88.9
2025-07-16,Northgate,155,612.1,8,88.1,85.1
2025-07-16,Eastfield,128,502.81,11,95.2,49.8
2025-07-16,Harbour,228,1103.58,8,76.8,82.9
2025-07-16,Greenpark,124,451.33,12,157.4,72.7
2025-07-17,Central,272,1092.03,44,106.3,65.0
2025-07-17,Riverside,174,834.93,14,71.2,66.9
2025-07-17,Northgate,152,805.9,12,80.6,60.9
2025-07-17,Eastfield,104,507.93,4,63.3,69.5
2025-07-17,Harbour,246,723.82,6,124.5,99.0
2025-07-17,Greenpark,126,659.83,10,85.0,60.8
2025-07-18,Central,294,743.21,28,80.2,70.9
2025-07-18,Riverside,148,580.21,14,119.3,76.5
2025-07-18,Northgate,158,783.41,21,49.9,76.0
2025-07-18,Eastfield,137,697.1,9,104.9,65.6
2025-07-18,Harbour,258,893.19,18,79.3,73.1
2025-07-18,Greenpark,95,291.77,6,83.8,53.8
2025-07-19,Central,175,605.87,12,97.5,77.0
2025-07-19,Riverside,168,861.0,11,80.6,67.8
2025-07-19,Northgate,158,665.33,19,63.9,79.8
2025-07-19,Eastfield,159,532.73,14,85.4,75.0
2025-07-19,Harbour,202,602.39,10,38.3,68.9
2025-07-19,Greenpark,89,337.39,8,109.3,67.0
2025-07-20,Central,231,1124.48,24,47.4,75.9
2025-07-20,Riverside,156,853.02,11,97.7,67.2
2025-07-20,Northgate,159,514.84,12,56.0,99.0
2025-07-20,Eastfield,107,329.71,9,112.4,59.5
2025-07-20,Harbour,211,663.75,8,40.4,76.1
2025-07-20,Greenpark,113,463.4,4,91.5,80.9
2025-07-21,Central,294,1187.09,40,86.8,46.5
2025-07-21,Riverside,253,1346.45,18,87.9,70.4
2025-07-21,Northgate,248,745.32,17,104.5,82.4
2025-07-21,Eastfield,170,858.3,2,37.4,66.6
2025-07-21,Harbour,331,1015.25,24,102.3,82.1
2025-07-21,Greenpark,109,470.06,9,34.1,82.3
2025-07-22,Central,266,1008.92,22,140.9,81.0
2025-07-22,Riverside,185,1004.11,13,80.1,46.9
2025-07-22,Northgate,173,853.02,14,50.9,76.4
2025-07-22,Eastfield,141,458.21,14,99.6,65.7
2025-07-22,Harbour,182,653.53,22,111.6,55.4
2025-07-22,Greenpark,98,376.33,13,113.0,63.8
2025-07-23,Central,414,1413.51,20,72.7,81.4
2025-07-23,Riverside,178,667.02,22,39.4,64.2
2025-07-23,Northgate,169,759.01,10,64.0,86.4
2025-07-23,Eastfield,110,344.42,8,78.6,61.5
2025-07-23,Harbour,222,980.75,15,61.0,90.4
2025-07-23,Greenpark,129,421.58,17,74.6,76.8
2025-07-24,Central,203,670.64,24,119.5,76.1
2025-07-24,Riverside,165,539.76,10,38.3,66.7
2025-07-24,Northgate,170,615.46,17,122.5,66.3
2025-07-24,Eastfield,157,549.88,19,95.9,88.4
2025-07-24,Harbour,241,1085.04,1,45.3,61.9
2025-07-24,Greenpark,119,474.69,5,136.8,58.5
2025-07-25,Central,318,1366.71,24,92.0,73.4
2025-07-25,Riverside,158,664.93,7,111.1,55.5
2025-07-25,Northgate,205,589.43,17,99.1,56.1
2025-07-25,Eastfield,133,462.95,13,111.8,74.5
2025-07-25,Harbour,282,946.32,25,113.7,61.8
2025-07-25,Greenpark,119,478.07,7,136.8,78.6
2025-07-26,Central,289,1230.02,9,147.2,82.6
2025-07-26,Riverside,161,460.11,11,95.0,48.8
2025-07-26,Northgate,156,759.27,16,67.5,46.2
2025-07-26,Eastfield,94,252.26,6,98.4,72.4
2025-07-26,Harbour,184,917.96,19,101.4,73.8
2025-07-26,Greenpark,125,486.82,6,74.7,99.0
2025-07-27,Central,249,1017.35,9,110.1,83.9
2025-07-27,Riverside,152,708.6,13,119.4,72.0
2025-07-27,Northgate,160,471.09,2,102.3,54.0
2025-07-27,Eastfield,119,549.36,10,70.0,96.3
2025-07-27,Harbour,257,964.35,23,99.1,98.2
2025-07-27,Greenpark,108,559.9,11,70.0,79.8
2025-07-28,Central,332,1148.9,28,69.4,80.4
2025-07-28,Riverside,162,507.65,18,71.4,63.8
2025-07-28,Northgate,171,553.33,17,47.3,63.8
2025-07-28,Eastfield,155,650.63,11,107.0,59.1
2025-07-28,Harbour,314,1623.09,26,117.6,70.0
2025-07-28,Greenpark,120,517.16,15,87.1,73.7
2025-07-29,Central,340,907.46,11,93.9,65.8
2025-07-29,Riverside,184,605.01,4,107.6,58.6
2025-07-29,Northgate,142,491.15,11,77.1,74.3
2025-07-29,Eastfield,146,694.95,14,118.9,90.3
2025-07-29,Harbour,315,823.75,21,127.4,80.5
2025-07-29,Greenpark,85,283.24,6,129.4,87.3
2025-07-30,Central,283,1361.04,29,119.9,74.4
2025-07-30,Riverside,251,1062.64,41,96.2,82.8
2025-07-30,Northgate,167,464.42,25,114.0,84.4
2025-07-30,Eastfield,115,576.56,5,109.4,49.4
2025-07-30,Harbour,250,935.82,23,68.2,91.5
2025-07-30,Greenpark,133,474.26,15,133.7,76.8
2025-07-31,Central,346,899.7,29,62.6,62.1
2025-07-31,Riverside,182,975.96,14,101.6,71.4
2025-07-31,Northgate,193,485.6,15,105.0,75.7
2025-07-31,Eastfield,148,610.82,11,66.4,73.3
2025-07-31,Harbour,251,1316.21,14,110.6,55.5
2025-07-31,Greenpark,124,370.98,7,72.6,87.9
2025-08-01,Central,376,1133.2,20,73.3,88.0
2025-08-01,Riverside,167,762.25,15,89.8,56.5
2025-08-01,Northgate,186,611.22,10,106.6,53.5
2025-08-01,Eastfield,125,580.0,7,124.3,94.5
2025-08-01,Harbour,205,575.81,7,95.8,99.0
2025-08-01,Greenpark,99,343.86,10,122.2,63.4
2025-08-02,Central,237,916.36,25,41.5,69.8
2025-08-02,Riverside,191,603.17,27,142.3,58.7
2025-08-02,Northgate,124,324.07,6,77.1,66.8
2025-08-02,Eastfield,112,567.14,7,91.0,58.2
2025-08-02,Harbour,195,635.79,6,46.5,85.4
2025-08-02,Greenpark,79,369.94,2,123.4,69.7
2025-08-03,Central,231,966.06,21,61.4,66.1
2025-08-03,Riverside,211,965.45,10,119.1,67.4
2025-08-03,Northgate,106,286.38,14,127.9,69.8
2025-08-03,Eastfield,124,493.77,11,122.1,55.9
2025-08-03,Harbour,175,697.72,19,50.1,48.3
2025-08-03,Greenpark,89,275.02,6,81.2,55.5
2025-08-04,Central,374,1668.54,50,134.5,53.8
2025-08-04,Riverside,251,1296.03,6,83.1,52.4
2025-08-04,Northgate,146,430.92,4,130.5,72.3
2025-08-04,Eastfield,120,605.56,0,92.8,99.0
2025-08-04,Harbour,249,1053.53,17,76.9,58.9
2025-08-04,Greenpark,108,429.48,12,89.5,86.5
2025-08-05,Central,258,646.82,21,114.8,55.2
2025-08-05,Riverside,241,1117.33,11,79.9,79.5
2025-08-05,Northgate,180,772.23,17,64.4,59.4
2025-08-05,Eastfield,129,549.0,6,85.3,38.9
2025-08-05,Harbour,277,1441.45,10,85.3,55.5
2025-08-05,Greenpark,121,567.08,6,91.1,76.6
2025-08-06,Central,260,1347.14,21,145.9,77.4
2025-08-06,Riverside,185,483.92,16,85.9,83.1
2025-08-06,Northgate,165,708.66,7,93.1,65.2
2025-08-06,Eastfield,110,573.93,10,64.8,72.9
2025-08-06,Harbour,235,1103.35,20,72.0,81.6
2025-08-06,Greenpark,126,398.06,6,131.2,67.3
2025-08-07,Central,274,1336.18,33,106.3,86.8
2025-08-07,Riverside,173,595.9,9,86.3,63.2
2025-08-07,Northgate,162,846.5,5,102.7,63.7
2025-08-07,Eastfield,117,616.32,10,46.3,86.7
2025-08-07,Harbour,205,939.01,21,146.8,60.2
2025-08-07,Greenpark,127,611.72,6,153.1,64.1
2025-08-08,Central,321,1281.95,24,105.1,78.9
2025-08-08,Riverside,154,572.61,10,82.1,81.3
2025-08-08,Northgate,200,712.09,16,62.9,82.8
2025-08-08,Eastfield,132,369.19,9,112.3,65.3
2025-08-08,Harbour,236,1283.65,18,84.2,99.0
2025-08-08,Greenpark,120,311.22,7,91.4,69.5
2025-08-09,Central,237,1162.28,19,53.6,56.5
2025-08-09,Riverside,158,656.57,5,61.2,83.0
2025-08-09,Northgate,99,380.89,7,51.7,99.0
2025-08-09,Eastfield,131,597.05,8,82.2,82.2
2025-08-09,Harbour,231,833.73,30,45.5,69.8
2025-08-09,Greenpark,91,256.31,6,123.0,91.1
2025-08-10,Central,230,979.25,25,95.7,78.5
2025-08-10,Riverside,155,659.41,6,82.1,70.1
2025-08-10,Northgate,148,458.15,17,137.5,71.5
2025-08-10,Eastfield,107,365.47,13,55.2,62.0
2025-08-10,Harbour,169,509.56,17,49.2,75.9
2025-08-10,Greenpark,84,375.05,7,85.9,79.6
2025-08-11,Central,304,1645.47,36,132.1,56.5
2025-08-11,Riverside,189,1018.98,11,49.9,77.0
2025-08-11,Northgate,176,780.48,10,107.3,69.9
2025-08-11,Eastfield,124,403.84,11,127.6,74.1
2025-08-11,Harbour,214,992.11,20,59.6,47.0
2025-08-11,Greenpark,112,441.6,5,58.0,51.9
2025-08-12,Central,289,1100.7,20,107.9,64.5
2025-08-12,Riverside,191,648.51,23,60.4,85.5
2025-08-12,Northgate,186,487.5,9,84.0,63.1
2025-08-12,Eastfield,129,463.68,13,88.2,86.6
2025-08-12,Harbour,196,712.14,12,123.5,54.3
2025-08-12,Greenpark,126,339.91,3,85.5,53.0
2025-08-13,Central,277,1244.35,27,80.9,66.4
2025-08-13,Riverside,189,561.89,13,108.3,62.0
2025-08-13,Northgate,168,611.25,11,166.5,76.5
2025-08-13,Eastfield,108,507.62,5,88.9,76.4
2025-08-13,Harbour,254,908.97,4,100.9,57.1
2025-08-13,Greenpark,92,354.72,7,105.1,91.8
2025-08-14,Central,288,1327.17,15,108.5,90.3
2025-08-14,Riverside,206,933.6,11,93.3,66.6
2025-08-14,Northgate,196,617.09,8,115.0,74.6
2025-08-14,Eastfield,106,538.43,14,126.7,79.4
2025-08-14,Harbour,192,832.22,23,69.0,91.4
2025-08-14,Greenpark,125,590.83,19,27.4,77.1
2025-08-15,Central,270,946.8,20,117.4,45.9
2025-08-15,Riverside,188,480.13,21,95.5,60.0
2025-08-15,Northgate,181,787.91,16,89.4,73.0
2025-08-15,Eastfield,137,448.96,13,71.2,82.4
2025-08-15,Harbour,215,807.4,10,13.6,89.9
2025-08-15,Greenpark,90,305.64,11,104.8,80.7
2025-08-16,Central,235,679.81,26,70.5,81.8
2025-08-16,Riverside,145,721.51,11,92.3,88.7
2025-08-16,Northgate,153,751.11,18,130.5,66.9
2025-08-16,Eastfield,117,463.22,9,131.9,69.1
2025-08-16,Harbour,199,604.84,23,107.6,71.5
2025-08-16,Greenpark,106,275.44,10,148.6,65.0
2025-08-17,Central,241,745.16,27,66.2,57.5
2025-08-17,Riverside,146,434.44,11,87.8,75.7
2025-08-17,Northgate,134,542.88,4,87.3,95.2
2025-08-17,Eastfield,115,326.52,13,89.6,54.3
2025-08-17,Harbour,233,988.44,14,66.5,66.2
2025-08-17,Greenpark,102,384.57,3,62.8,72.9
2025-08-18,Central,319,1044.35,29,106.2,71.9
2025-08-18,Riverside,219,606.76,6,75.3,75.1
2025-08-18,Northgate,183,781.26,19,123.2,69.6
2025-08-18,Eastfield,128,677.71,12,122.2,99.0
2025-08-18,Harbour,185,464.56,13,96.5,47.7
2025-08-18,Greenpark,101,549.64,1,78.6,41.3
2025-08-19,Central,298,1425.07,36,100.8,55.0
2025-08-19,Riverside,171,433.41,9,85.2,60.6
2025-08-19,Northgate,149,461.49,10,78.2,74.0
2025-08-19,Eastfield,123,315.67,3,67.5,98.9
2025-08-19,Harbour,204,910.26,12,63.9,67.1
2025-08-19,Greenpark,126,639.58,16,101.4,66.8
2025-08-20,Central,254,1164.45,22,111.3,70.7
2025-08-20,Riverside,203,740.13,10,92.2,76.5
2025-08-20,Northgate,187,1026.03,11,84.8,48.2
2025-08-20,Eastfield,95,241.85,8,77.0,58.1
2025-08-20,Harbour,191,977.87,14,82.5,75.7
2025-08-20,Greenpark,137,735.51,16,118.4,83.7
2025-08-21,Central,285,910.5,15,106.9,64.7
2025-08-21,Riverside,190,1009.99,8,95.4,74.1
2025-08-21,Northgate,155,584.89,8,67.2,57.5
2025-08-21,Eastfield,142,477.66,12,108.0,55.8
2025-08-21,Harbour,264,912.9,30,93.0,84.0
2025-08-21,Greenpark,113,426.37,13,88.8,54.6
2025-08-22,Central,267,1023.23,21,112.1,88.0
2025-08-22,Riverside,213,544.02,18,130.9,76.3
2025-08-22,Northgate,121,351.96,11,93.1,87.0
2025-08-22,Eastfield,133,601.5,14,109.2,88.3
2025-08-22,Harbour,243,1192.92,1,60.5,48.6
2025-08-22,Greenpark,120,448.75,7,137.0,58.7
2025-08-23,Central,241,1160.68,14,85.5,77.7
2025-08-23,Riverside,167,859.31,17,168.4,56.6
2025-08-23,Northgate,106,390.03,7,57.2,60.1
2025-08-23,Eastfield,117,317.02,7,71.1,79.8
2025-08-23,Harbour,179,592.48,13,105.3,76.3
2025-08-23,Greenpark,94,367.63,3,103.7,79.4
2025-08-24,Central,304,1532.79,25,94.9,71.8
2025-08-24,Riverside,166,685.34,15,41.9,78.2
2025-08-24,Northgate,181,679.67,16,113.0,78.4
2025-08-24,Eastfield,104,387.3,4,67.6,84.3
2025-08-24,Harbour,217,814.7,19,88.8,66.5
2025-08-24,Greenpark,96,484.34,3,96.4,68.0
2025-08-25,Central,310,1038.62,20,123.0,90.0
2025-08-25,Riverside,149,734.11,8,90.0,93.0
2025-08-25,Northgate,203,1011.24,25,54.0,63.8
2025-08-25,Eastfield,133,511.71,3,73.4,70.1
2025-08-25,Harbour,202,624.35,20,59.4,65.2
2025-08-25,Greenpark,86,330.82,9,59.4,74.7
2025-08-26,Central,206,537.01,7,169.5,70.3
2025-08-26,Riverside,241,730.82,22,113.7,63.0
2025-08-26,Northgate,132,353.79,10,73.4,65.7
2025-08-26,Eastfield,134,392.82,18,104.6,54.4
2025-08-26,Harbour,262,903.1,7,93.0,70.2
2025-08-26,Greenpark,111,496.71,4,156.0,78.6
2025-08-27,Central,287,1123.18,27,113.5,73.9
2025-08-27,Riverside,179,574.91,19,95.8,46.1
2025-08-27,Northgate,168,454.17,21,116.3,81.3
2025-08-27,Eastfield,146,551.85,6,143.3,75.9
2025-08-27,Harbour,231,794.58,25,75.4,82.7
2025-08-27,Greenpark,132,616.87,9,61.3,65.2
2025-08-28,Central,230,696.5,12,73.5,84.7
2025-08-28,Riverside,134,729.8,7,76.8,69.2
2025-08-28,Northgate,171,734.97,9,55.0,43.4
2025-08-28,Eastfield,129,517.83,7,63.9,78.7
2025-08-28,Harbour,209,1123.06,13,84.7,80.1
2025-08-28,Greenpark,98,389.61,5,118.7,72.8
2025-08-29,Central,300,1462.76,19,88.3,57.3
2025-08-29,Riverside,179,588.86,10,42.3,92.1
2025-08-29,Northgate,151,442.32,17,84.2,84.1
2025-08-29,Eastfield,143,559.88,19,138.8,71.5
2025-08-29,Harbour,240,1244.98,14,82.6,97.7
2025-08-29,Greenpark,99,398.01,7,93.3,55.9
2025-08-30,Central,210,827.9,22,87.8,89.3
2025-08-30,Riverside,155,574.41,10,84.3,86.5
2025-08-30,Northgate,165,702.66,17,120.2,44.0
2025-08-30,Eastfield,97,531.41,7,85.8,82.5
2025-08-30,Harbour,157,576.87,18,74.4,53.2
2025-08-30,Greenpark,118,476.08,7,161.7,73.5
2025-08-31,Central,273,880.64,23,100.8,73.9
2025-08-31,Riverside,144,379.39,19,93.5,84.4
2025-08-31,Northgate,118,370.85,9,98.0,61.6
2025-08-31,Eastfield,109,539.69,16,103.0,87.0
2025-08-31,Harbour,235,1045.1,5,111.3,68.5
2025-08-31,Greenpark,102,256.33,5,88.1,61.9
2025-09-01,Central,214,910.65,13,82.5,71.1
2025-09-01,Riverside,206,941.24,12,118.6,88.1
2025-09-01,Northgate,141,467.75,10,88.0,71.9
2025-09-01,Eastfield,112,474.4,6,112.9,68.5
2025-09-01,Harbour,238,1028.2,24,131.5,92.1
2025-09-01,Greenpark,122,666.03,17,116.8,83.0
2025-09-02,Central,251,690.6,23,151.1,31.1
2025-09-02,Riverside,174,732.99,20,81.1,72.5
2025-09-02,Northgate,182,541.0,16,135.5,96.5
2025-09-02,Eastfield,118,375.51,10,107.5,57.3
2025-09-02,Harbour,268,740.76,31,88.9,85.0
2025-09-02,Greenpark,101,370.69,2,114.2,65.8
2025-09-03,Central,282,937.26,9,47.3,83.5
2025-09-03,Riverside,210,1061.44,8,121.3,76.9
2025-09-03,Northgate,159,612.41,4,95.7,68.1
2025-09-03,Eastfield,137,645.11,18,77.2,73.8
2025-09-03,Harbour,223,741.46,11,91.7,60.2
2025-09-03,Greenpark,76,354.26,7,60.7,89.7
2025-09-04,Central,292,1288.4,34,88.5,72.4
2025-09-04,Riverside,154,820.49,19,103.6,90.7
2025-09-04,Northgate,137,482.4,8,48.1,68.8
2025-09-04,Eastfield,97,527.01,7,96.3,85.0
2025-09-04,Harbour,200,878.02,26,63.0,56.6
2025-09-04,Greenpark,106,449.29,17,73.1,50.9
2025-09-05,Central,255,716.89,19,63.5,85.2
2025-09-05,Riverside,178,608.18,20,35.8,77.3
2025-09-05,Northgate,133,730.3,11,48.3,58.2
2025-09-05,Eastfield,103,514.98,12,138.8,66.5
