date,hour,district,sensor_type,value,status
2025-06-15,16,Riverside,noise_level,65.5,normal
2025-06-15,20,Riverside,noise_level,61.0,normal
2025-06-15,8,Riverside,temperature,16.9,normal
2025-06-15,12,Riverside,temperature,13.3,normal
2025-06-15,16,Riverside,temperature,14.3,normal
2025-06-15,20,Riverside,temperature,15.7,warning
2025-06-15,8,Riverside,humidity,53.1,normal
2025-06-15,12,Riverside,humidity,50.9,normal
2025-06-15,16,Riverside,humidity,72.5,normal
2025-06-15,20,Riverside,humidity,70.1,normal
2025-06-15,8,Riverside,traffic_flow,746.0,warning
2025-06-15,12,Riverside,traffic_flow,432.0,normal
2025-06-15,16,Riverside,traffic_flow,852.0,critical
2025-06-15,20,Riverside,traffic_flow,395.0,normal
2025-06-15,8,Northgate,air_quality,48.4,normal
2025-06-15,12,Northgate,air_quality,56.9,normal
2025-06-15,16,Northgate,air_quality,63.8,normal
2025-06-15,20,Northgate,air_quality,45.3,normal
2025-06-15,8,Northgate,noise_level,64.0,normal
2025-06-15,12,Northgate,noise_level,51.6,normal
2025-06-15,16,Northgate,noise_level,74.9,normal
2025-06-15,20,Northgate,noise_level,66.2,normal
2025-06-15,8,Northgate,temperature,13.5,normal
2025-06-15,12,Northgate,temperature,12.7,normal
2025-06-15,16,Northgate,temperature,16.0,normal
2025-06-15,20,Northgate,temperature,19.5,normal
2025-06-15,8,Northgate,humidity,76.8,normal
2025-06-15,12,Northgate,humidity,52.9,normal
2025-06-15,16,Northgate,humidity,52.9,warning
2025-06-15,20,Northgate,humidity,58.9,normal
2025-06-15,8,Northgate,traffic_flow,735.0,normal
2025-06-15,12,Northgate,traffic_flow,415.0,normal
2025-06-15,16,Northgate,traffic_flow,864.0,normal
2025-06-15,20,Northgate,traffic_flow,590.0,normal
2025-06-15,8,Eastfield,air_quality,83.0,normal
2025-06-15,12,Eastfield,air_quality,32.5,normal
2025-06-15,16,Eastfield,air_quality,97.1,normal
2025-06-15,20,Eastfield,air_quality,52.2,normal
2025-06-15,8,Eastfield,noise_level,41.5,normal
2025-06-15,12,Eastfield,noise_level,62.1,normal
2025-06-15,16,Eastfield,noise_level,64.7,normal
2025-06-15,20,Eastfield,noise_level,46.2,normal
2025-06-15,8,Eastfield,temperature,11.8,critical
2025-06-15,12,Eastfield,temperature,17.9,critical
2025-06-15,16,Eastfield,temperature,12.2,warning
2025-06-15,20,Eastfield,temperature,17.3,critical
2025-06-15,8,Eastfield,humidity,99.0,normal
2025-06-15,12,Eastfield,humidity,53.8,normal
2025-06-15,16,Eastfield,humidity,102.0,normal
2025-06-15,20,Eastfield,humidity,65.2,normal
2025-06-15,8,Eastfield,traffic_flow,739.0,normal
2025-06-15,12,Eastfield,traffic_flow,610.0,normal
2025-06-15,16,Eastfield,traffic_flow,605.0,normal
2025-06-15,20,Eastfield,traffic_flow,428.0,normal
2025-06-15,8,Harbour,air_quality,36.3,normal
2025-06-15,12,Harbour,air_quality,54.1,normal
2025-06-15,16,Harbour,air_quality,60.9,normal
2025-06-15,20,Harbour,air_quality,62.3,normal
2025-06-15,8,Harbour,noise_level,71.0,normal
2025-06-15,12,Harbour,noise_level,53.1,normal
2025-06-15,16,Harbour,noise_level,57.3,normal
2025-06-15,20,Harbour,noise_level,68.0,normal
2025-06-15,8,Harbour,temperature,15.5,warning
2025-06-15,12,Harbour,temperature,20.5,normal
2025-06-15,16,Harbour,temperature,10.5,normal
2025-06-15,20,Harbour,temperature,19.1,warning
2025-06-15,8,Harbour,humidity,52.9,normal
2025-06-15,12,Harbour,humidity,63.0,normal
2025-06-15,16,Harbour,humidity,81.2,normal
2025-06-15,20,Harbour,humidity,55.1,normal
2025-06-15,8,Harbour,traffic_flow,886.0,normal
2025-06-15,12,Harbour,traffic_flow,506.0,normal
2025-06-15,16,Harbour,traffic_flow,1179.0,warning
2025-06-15,20,Harbour,traffic_flow,462.0,normal
2025-06-15,8,Greenpark,air_quality,67.9,normal
2025-06-15,12,Greenpark,air_quality,86.9,normal
2025-06-15,16,Greenpark,air_quality,65.9,normal
2025-06-15,20,Greenpark,air_quality,20.5,normal
2025-06-15,8,Greenpark,noise_level,60.7,normal
2025-06-15,12,Greenpark,noise_level,61.4,normal
2025-06-15,16,Greenpark,noise_level,73.2,normal
2025-06-15,20,Greenpark,noise_level,37.5,normal
2025-06-15,8,Greenpark,temperature,8.0,normal
2025-06-15,12,Greenpark,temperature,19.1,normal
2025-06-15,16,Greenpark,temperature,12.6,normal
2025-06-15,20,Greenpark,temperature,11.5,normal
2025-06-15,8,Greenpark,humidity,62.2,normal
2025-06-15,12,Greenpark,humidity,53.2,normal
2025-06-15,16,Greenpark,humidity,65.1,normal
2025-06-15,20,Greenpark,humidity,64.1,normal
2025-06-15,8,Greenpark,traffic_flow,786.0,normal
2025-06-15,12,Greenpark,traffic_flow,115.0,normal
2025-06-15,16,Greenpark,traffic_flow,936.0,normal
2025-06-15,20,Greenpark,traffic_flow,555.0,normal
2025-06-16,8,Central,air_quality,43.0,normal
2025-06-16,12,Central,air_quality,49.5,normal
2025-06-16,16,Central,air_quality,46.7,warning
2025-06-16,20,Central,air_quality,78.6,normal
2025-06-16,8,Central,noise_level,55.6,normal
2025-06-16,12,Central,noise_level,61.7,normal
2025-06-16,16,Central,noise_level,93.4,normal
2025-06-16,20,Central,noise_level,59.1,normal
2025-06-16,8,Central,temperature,9.4,normal
2025-06-16,12,Central,temperature,13.8,normal
2025-06-16,16,Central,temperature,19.0,normal
2025-06-16,20,Central,temperature,17.2,normal
2025-06-16,8,Central,humidity,62.4,normal
2025-06-16,12,Central,humidity,77.2,normal
2025-06-16,16,Central,humidity,93.7,normal
2025-06-16,20,Central,humidity,25.8,normal
2025-06-16,8,Central,traffic_flow,566.0,critical
2025-06-16,12,Central,traffic_flow,291.0,normal
2025-06-16,16,Central,traffic_flow,740.0,normal
2025-06-16,20,Central,traffic_flow,290.0,normal
2025-06-16,8,Riverside,air_quality,60.3,normal
2025-06-16,12,Riverside,air_quality,71.8,critical
2025-06-16,16,Riverside,air_quality,68.4,normal
2025-06-16,20,Riverside,air_quality,62.9,normal
2025-06-16,8,Riverside,noise_level,64.0,normal
2025-06-16,12,Riverside,noise_level,79.2,warning
2025-06-16,16,Riverside,noise_level,61.4,normal
2025-06-16,20,Riverside,noise_level,74.2,normal
2025-06-16,8,Riverside,temperature,12.8,critical
2025-06-16,12,Riverside,temperature,12.5,normal
2025-06-16,16,Riverside,temperature,8.4,normal
2025-06-16,20,Riverside,temperature,15.1,warning
2025-06-16,8,Riverside,humidity,69.4,normal
2025-06-16,12,Riverside,humidity,49.3,normal
2025-06-16,16,Riverside,humidity,42.7,normal
2025-06-16,20,Riverside,humidity,60.2,normal
2025-06-16,8,Riverside,traffic_flow,802.0,normal
2025-06-16,12,Riverside,traffic_flow,424.0,normal
2025-06-16,16,Riverside,traffic_flow,796.0,normal
2025-06-16,20,Riverside,traffic_flow,503.0,normal
2025-06-16,8,Northgate,air_quality,39.4,normal
2025-06-16,12,Northgate,air_quality,54.4,warning
2025-06-16,16,Northgate,air_quality,32.1,normal
2025-06-16,20,Northgate,air_quality,47.6,normal
2025-06-16,8,Northgate,noise_level,64.6,warning
2025-06-16,12,Northgate,noise_level,59.7,normal
2025-06-16,16,Northgate,noise_level,64.1,normal
2025-06-16,20,Northgate,noise_level,43.4,warning
2025-06-16,8,Northgate,temperature,13.5,normal
2025-06-16,12,Northgate,temperature,7.2,normal
2025-06-16,16,Northgate,temperature,10.9,normal
2025-06-16,20,Northgate,temperature,13.7,normal
2025-06-16,8,Northgate,humidity,66.4,normal
2025-06-16,12,Northgate,humidity,59.3,normal
2025-06-16,16,Northgate,humidity,48.4,critical
2025-06-16,20,Northgate,humidity,54.1,normal
2025-06-16,8,Northgate,traffic_flow,960.0,warning
2025-06-16,12,Northgate,traffic_flow,348.0,warning
2025-06-16,16,Northgate,traffic_flow,1090.0,normal
2025-06-16,20,Northgate,traffic_flow,503.0,normal
2025-06-16,8,Eastfield,air_quality,64.1,normal
2025-06-16,12,Eastfield,air_quality,29.7,normal
2025-06-16,16,Eastfield,air_quality,49.0,normal
2025-06-16,20,Eastfield,air_quality,25.1,normal
2025-06-16,8,Eastfield,noise_level,58.5,normal
2025-06-16,12,Eastfield,noise_level,51.3,normal
2025-06-16,16,Eastfield,noise_level,68.3,warning
2025-06-16,20,Eastfield,noise_level,58.9,normal
2025-06-16,8,Eastfield,temperature,12.2,normal
2025-06-16,12,Eastfield,temperature,14.6,normal
2025-06-16,16,Eastfield,temperature,12.7,warning
2025-06-16,20,Eastfield,temperature,20.4,normal
2025-06-16,8,Eastfield,humidity,55.5,normal
2025-06-16,12,Eastfield,humidity,43.9,normal
2025-06-16,16,Eastfield,humidity,66.5,normal
2025-06-16,20,Eastfield,humidity,61.2,normal
2025-06-16,8,Eastfield,traffic_flow,775.0,normal
2025-06-16,12,Eastfield,traffic_flow,270.0,warning
2025-06-16,16,Eastfield,traffic_flow,758.0,normal
2025-06-16,20,Eastfield,traffic_flow,377.0,normal
2025-06-16,8,Harbour,air_quality,65.9,normal
2025-06-16,12,Harbour,air_quality,64.9,normal
2025-06-16,16,Harbour,air_quality,27.1,normal
2025-06-16,20,Harbour,air_quality,76.1,normal
2025-06-16,8,Harbour,noise_level,71.8,normal
2025-06-16,12,Harbour,noise_level,76.8,warning
2025-06-16,16,Harbour,noise_level,74.3,warning
2025-06-16,20,Harbour,noise_level,51.7,normal
2025-06-16,8,Harbour,temperature,14.6,normal
2025-06-16,12,Harbour,temperature,16.3,warning
2025-06-16,16,Harbour,temperature,6.2,normal
2025-06-16,20,Harbour,temperature,17.5,normal
2025-06-16,8,Harbour,humidity,57.8,warning
2025-06-16,12,Harbour,humidity,37.4,normal
2025-06-16,16,Harbour,humidity,58.4,normal
2025-06-16,20,Harbour,humidity,85.6,normal
2025-06-16,8,Harbour,traffic_flow,700.0,normal
2025-06-16,12,Harbour,traffic_flow,384.0,normal
2025-06-16,16,Harbour,traffic_flow,664.0,normal
2025-06-16,20,Harbour,traffic_flow,487.0,normal
2025-06-16,8,Greenpark,air_quality,27.8,normal
2025-06-16,12,Greenpark,air_quality,64.8,warning
2025-06-16,16,Greenpark,air_quality,20.0,warning
2025-06-16,20,Greenpark,air_quality,44.0,normal
2025-06-16,8,Greenpark,noise_level,51.2,normal
2025-06-16,12,Greenpark,noise_level,75.9,normal
2025-06-16,16,Greenpark,noise_level,59.4,normal
2025-06-16,20,Greenpark,noise_level,61.4,normal
2025-06-16,8,Greenpark,temperature,14.6,normal
2025-06-16,12,Greenpark,temperature,17.3,normal
2025-06-16,16,Greenpark,temperature,12.5,normal
2025-06-16,20,Greenpark,temperature,16.7,normal
2025-06-16,8,Greenpark,humidity,68.0,normal
2025-06-16,12,Greenpark,humidity,79.2,normal
2025-06-16,16,Greenpark,humidity,73.1,normal
2025-06-16,20,Greenpark,humidity,74.8,normal
2025-06-16,8,Greenpark,traffic_flow,845.0,normal
2025-06-16,12,Greenpark,traffic_flow,259.0,normal
2025-06-16,16,Greenpark,traffic_flow,704.0,normal
2025-06-16,20,Greenpark,traffic_flow,350.0,normal
2025-06-17,8,Central,air_quality,67.2,normal
2025-06-17,12,Central,air_quality,25.3,normal
2025-06-17,16,Central,air_quality,49.6,normal
2025-06-17,20,Central,air_quality,62.7,normal
2025-06-17,8,Central,noise_level,50.4,warning
2025-06-17,12,Central,noise_level,62.1,normal
2025-06-17,16,Central,noise_level,66.6,normal
2025-06-17,20,Central,noise_level,70.3,warning
2025-06-17,8,Central,temperature,13.4,normal
2025-06-17,12,Central,temperature,15.2,normal
2025-06-17,16,Central,temperature,8.5,normal
2025-06-17,20,Central,temperature,15.9,normal
2025-06-17,8,Central,humidity,73.0,normal
2025-06-17,12,Central,humidity,49.9,normal
2025-06-17,16,Central,humidity,62.0,normal
2025-06-17,20,Central,humidity,52.7,normal
2025-06-17,8,Central,traffic_flow,429.0,normal
2025-06-17,12,Central,traffic_flow,166.0,normal
2025-06-17,16,Central,traffic_flow,584.0,normal
2025-06-17,20,Central,traffic_flow,386.0,normal
2025-06-17,8,Riverside,air_quality,30.6,normal
2025-06-17,12,Riverside,air_quality,30.3,normal
2025-06-17,16,Riverside,air_quality,54.8,normal
2025-06-17,20,Riverside,air_quality,39.0,normal
2025-06-17,8,Riverside,noise_level,89.6,normal
2025-06-17,12,Riverside,noise_level,70.9,normal
2025-06-17,16,Riverside,noise_level,48.2,normal
2025-06-17,20,Riverside,noise_level,60.4,normal
2025-06-17,8,Riverside,temperature,11.2,normal
2025-06-17,12,Riverside,temperature,14.4,normal
2025-06-17,16,Riverside,temperature,18.0,warning
2025-06-17,20,Riverside,temperature,17.1,normal
2025-06-17,8,Riverside,humidity,54.6,normal
2025-06-17,12,Riverside,humidity,42.1,normal
2025-06-17,16,Riverside,humidity,69.2,normal
2025-06-17,20,Riverside,humidity,70.8,warning
2025-06-17,8,Riverside,traffic_flow,1053.0,normal
2025-06-17,12,Riverside,traffic_flow,422.0,normal
2025-06-17,16,Riverside,traffic_flow,1043.0,normal
2025-06-17,20,Riverside,traffic_flow,375.0,normal
2025-06-17,8,Northgate,air_quality,81.0,normal
2025-06-17,12,Northgate,air_quality,83.4,normal
2025-06-17,16,Northgate,air_quality,51.0,normal
2025-06-17,20,Northgate,air_quality,62.8,normal
2025-06-17,8,Northgate,noise_level,65.3,normal
2025-06-17,12,Northgate,noise_level,69.4,normal
2025-06-17,16,Northgate,noise_level,66.3,normal
2025-06-17,20,Northgate,noise_level,48.0,normal
2025-06-17,8,Northgate,temperature,11.0,normal
2025-06-17,12,Northgate,temperature,12.3,normal
2025-06-17,16,Northgate,temperature,15.5,normal
2025-06-17,20,Northgate,temperature,16.6,normal
2025-06-17,8,Northgate,humidity,73.7,normal
2025-06-17,12,Northgate,humidity,86.5,normal
2025-06-17,16,Northgate,humidity,74.2,critical
2025-06-17,20,Northgate,humidity,39.2,normal
2025-06-17,8,Northgate,traffic_flow,1162.0,normal
2025-06-17,12,Northgate,traffic_flow,304.0,normal
2025-06-17,16,Northgate,traffic_flow,815.0,normal
2025-06-17,20,Northgate,traffic_flow,607.0,normal
2025-06-17,8,Eastfield,air_quality,47.1,normal
2025-06-17,12,Eastfield,air_quality,61.5,normal
2025-06-17,16,Eastfield,air_quality,75.7,normal
2025-06-17,20,Eastfield,air_quality,68.1,normal
2025-06-17,8,Eastfield,noise_level,66.3,normal
2025-06-17,12,Eastfield,noise_level,46.2,normal
2025-06-17,16,Eastfield,noise_level,61.2,normal
2025-06-17,20,Eastfield,noise_level,60.9,normal
2025-06-17,8,Eastfield,temperature,18.5,normal
2025-06-17,12,Eastfield,temperature,14.6,normal
2025-06-17,16,Eastfield,temperature,15.9,normal
2025-06-17,20,Eastfield,temperature,7.4,normal
2025-06-17,8,Eastfield,humidity,83.7,normal
2025-06-17,12,Eastfield,humidity,82.2,normal
2025-06-17,16,Eastfield,humidity,54.9,critical
2025-06-17,20,Eastfield,humidity,77.7,normal
2025-06-17,8,Eastfield,traffic_flow,699.0,normal
2025-06-17,12,Eastfield,traffic_flow,502.0,critical
2025-06-17,16,Eastfield,traffic_flow,950.0,normal
2025-06-17,20,Eastfield,traffic_flow,484.0,normal
2025-06-17,8,Harbour,air_quality,73.8,normal
2025-06-17,12,Harbour,air_quality,51.0,warning
2025-06-17,16,Harbour,air_quality,32.5,warning
2025-06-17,20,Harbour,air_quality,51.4,normal
2025-06-17,8,Harbour,noise_level,54.9,critical
2025-06-17,12,Harbour,noise_level,67.3,normal
2025-06-17,16,Harbour,noise_level,22.8,normal
2025-06-17,20,Harbour,noise_level,57.2,normal
2025-06-17,8,Harbour,temperature,15.1,warning
2025-06-17,12,Harbour,temperature,12.7,normal
2025-06-17,16,Harbour,temperature,14.0,normal
2025-06-17,20,Harbour,temperature,12.3,normal
2025-06-17,8,Harbour,humidity,69.5,normal
2025-06-17,12,Harbour,humidity,65.9,normal
2025-06-17,16,Harbour,humidity,54.5,normal
2025-06-17,20,Harbour,humidity,47.4,normal
2025-06-17,8,Harbour,traffic_flow,672.0,normal
2025-06-17,12,Harbour,traffic_flow,357.0,normal
2025-06-17,16,Harbour,traffic_flow,534.0,normal
2025-06-17,20,Harbour,traffic_flow,521.0,normal
2025-06-17,8,Greenpark,air_quality,76.6,normal
2025-06-17,12,Greenpark,air_quality,74.1,normal
2025-06-17,16,Greenpark,air_quality,42.6,normal
2025-06-17,20,Greenpark,air_quality,68.7,critical
2025-06-17,8,Greenpark,noise_level,68.9,normal
2025-06-17,12,Greenpark,noise_level,52.3,normal
2025-06-17,16,Greenpark,noise_level,42.4,normal
2025-06-17,20,Greenpark,noise_level,52.5,normal
2025-06-17,8,Greenpark,temperature,12.8,normal
2025-06-17,12,Greenpark,temperature,14.6,normal
2025-06-17,16,Greenpark,temperature,15.1,normal
2025-06-17,20,Greenpark,temperature,10.3,normal
2025-06-17,8,Greenpark,humidity,71.3,normal
2025-06-17,12,Greenpark,humidity,66.5,normal
2025-06-17,16,Greenpark,humidity,66.2,warning
2025-06-17,20,Greenpark,humidity,66.1,normal
2025-06-17,8,Greenpark,traffic_flow,426.0,warning
2025-06-17,12,Greenpark,traffic_flow,522.0,normal
2025-06-17,16,Greenpark,traffic_flow,1046.0,normal
2025-06-17,20,Greenpark,traffic_flow,523.0,normal
2025-06-18,8,Central,air_quality,90.5,normal
2025-06-18,12,Central,air_quality,53.7,normal
2025-06-18,16,Central,air_quality,48.8,normal
2025-06-18,20,Central,air_quality,41.7,normal
2025-06-18,8,Central,noise_level,80.3,normal
2025-06-18,12,Central,noise_level,52.6,normal
2025-06-18,16,Central,noise_level,79.2,warning
2025-06-18,20,Central,noise_level,52.8,normal
2025-06-18,8,Central,temperature,14.8,normal
2025-06-18,12,Central,temperature,15.5,normal
2025-06-18,16,Central,temperature,11.9,normal
2025-06-18,20,Central,temperature,14.7,normal
2025-06-18,8,Central,humidity,74.8,normal
2025-06-18,12,Central,humidity,52.1,normal
2025-06-18,16,Central,humidity,52.6,normal
2025-06-18,20,Central,humidity,99.5,normal
2025-06-18,8,Central,traffic_flow,920.0,normal
2025-06-18,12,Central,traffic_flow,521.0,normal
2025-06-18,16,Central,traffic_flow,732.0,normal
2025-06-18,20,Central,traffic_flow,458.0,normal
2025-06-18,8,Riverside,air_quality,47.2,normal
2025-06-18,12,Riverside,air_quality,27.9,normal
2025-06-18,16,Riverside,air_quality,96.9,normal
2025-06-18,20,Riverside,air_quality,54.4,warning
2025-06-18,8,Riverside,noise_level,67.5,normal
2025-06-18,12,Riverside,noise_level,68.5,normal
2025-06-18,16,Riverside,noise_level,51.4,normal
2025-06-18,20,Riverside,noise_level,95.9,normal
2025-06-18,8,Riverside,temperature,12.8,normal
2025-06-18,12,Riverside,temperature,12.8,normal
2025-06-18,16,Riverside,temperature,15.7,normal
2025-06-18,20,Riverside,temperature,12.6,normal
2025-06-18,8,Riverside,humidity,65.2,normal
2025-06-18,12,Riverside,humidity,70.0,normal
2025-06-18,16,Riverside,humidity,69.5,normal
2025-06-18,20,Riverside,humidity,63.4,normal
2025-06-18,8,Riverside,traffic_flow,673.0,normal
2025-06-18,12,Riverside,traffic_flow,539.0,normal
2025-06-18,16,Riverside,traffic_flow,1007.0,normal
2025-06-18,20,Riverside,traffic_flow,281.0,normal
2025-06-18,8,Northgate,air_quality,67.2,normal
2025-06-18,12,Northgate,air_quality,33.4,normal
2025-06-18,16,Northgate,air_quality,55.5,normal
2025-06-18,20,Northgate,air_quality,52.2,normal
2025-06-18,8,Northgate,noise_level,73.0,warning
2025-06-18,12,Northgate,noise_level,47.8,normal
2025-06-18,16,Northgate,noise_level,66.7,normal
2025-06-18,20,Northgate,noise_level,58.6,normal
2025-06-18,8,Northgate,temperature,16.9,normal
2025-06-18,12,Northgate,temperature,15.8,normal
2025-06-18,16,Northgate,temperature,15.1,normal
2025-06-18,20,Northgate,temperature,12.1,normal
2025-06-18,8,Northgate,humidity,74.8,normal
2025-06-18,12,Northgate,humidity,55.2,normal
2025-06-18,16,Northgate,humidity,46.1,warning
2025-06-18,20,Northgate,humidity,56.9,normal
2025-06-18,8,Northgate,traffic_flow,733.0,normal
2025-06-18,12,Northgate,traffic_flow,357.0,normal
2025-06-18,16,Northgate,traffic_flow,818.0,normal
2025-06-18,20,Northgate,traffic_flow,419.0,normal
2025-06-18,8,Eastfield,air_quality,52.1,normal
2025-06-18,12,Eastfield,air_quality,47.1,normal
2025-06-18,16,Eastfield,air_quality,32.8,warning
2025-06-18,20,Eastfield,air_quality,58.9,normal
2025-06-18,8,Eastfield,noise_level,54.5,normal
2025-06-18,12,Eastfield,noise_level,64.6,warning
2025-06-18,16,Eastfield,noise_level,74.8,normal
2025-06-18,20,Eastfield,noise_level,58.7,normal
2025-06-18,8,Eastfield,temperature,11.1,normal
2025-06-18,12,Eastfield,temperature,10.8,normal
2025-06-18,16,Eastfield,temperature,11.8,normal
2025-06-18,20,Eastfield,temperature,11.0,normal
2025-06-18,8,Eastfield,humidity,82.3,normal
2025-06-18,12,Eastfield,humidity,63.3,normal
2025-06-18,16,Eastfield,humidity,97.0,normal
2025-06-18,20,Eastfield,humidity,64.4,normal
2025-06-18,8,Eastfield,traffic_flow,549.0,normal
2025-06-18,12,Eastfield,traffic_flow,428.0,normal
2025-06-18,16,Eastfield,traffic_flow,782.0,normal
2025-06-18,20,Eastfield,traffic_flow,525.0,warning
2025-06-18,8,Harbour,air_quality,-1.8,critical
2025-06-18,12,Harbour,air_quality,42.2,normal
2025-06-18,16,Harbour,air_quality,42.4,normal
2025-06-18,20,Harbour,air_quality,56.2,normal
2025-06-18,8,Harbour,noise_level,55.9,normal
2025-06-18,12,Harbour,noise_level,58.4,normal
2025-06-18,16,Harbour,noise_level,71.9,normal
2025-06-18,20,Harbour,noise_level,45.7,warning
2025-06-18,8,Harbour,temperature,13.5,normal
2025-06-18,12,Harbour,temperature,4.8,normal
2025-06-18,16,Harbour,temperature,18.6,warning
2025-06-18,20,Harbour,temperature,13.9,normal
2025-06-18,8,Harbour,humidity,55.2,normal
2025-06-18,12,Harbour,humidity,77.5,normal
2025-06-18,16,Harbour,humidity,68.9,warning
2025-06-18,20,Harbour,humidity,51.5,normal
2025-06-18,8,Harbour,traffic_flow,940.0,normal
2025-06-18,12,Harbour,traffic_flow,490.0,warning
2025-06-18,16,Harbour,traffic_flow,934.0,normal
2025-06-18,20,Harbour,traffic_flow,372.0,warning
2025-06-18,8,Greenpark,air_quality,55.8,normal
2025-06-18,12,Greenpark,air_quality,79.6,normal
2025-06-18,16,Greenpark,air_quality,72.8,normal
2025-06-18,20,Greenpark,air_quality,57.0,normal
2025-06-18,8,Greenpark,noise_level,47.6,normal
2025-06-18,12,Greenpark,noise_level,68.3,normal
2025-06-18,16,Greenpark,noise_level,75.8,normal
2025-06-18,20,Greenpark,noise_level,74.9,normal
2025-06-18,8,Greenpark,temperature,14.7,normal
2025-06-18,12,Greenpark,temperature,16.1,normal
2025-06-18,16,Greenpark,temperature,10.8,normal
2025-06-18,20,Greenpark,temperature,14.9,normal
2025-06-18,8,Greenpark,humidity,43.1,normal
2025-06-18,12,Greenpark,humidity,80.9,normal
2025-06-18,16,Greenpark,humidity,78.0,normal
2025-06-18,20,Greenpark,humidity,76.6,normal
2025-06-18,8,Greenpark,traffic_flow,861.0,normal
2025-06-18,12,Greenpark,traffic_flow,617.0,normal
2025-06-18,16,Greenpark,traffic_flow,784.0,normal
2025-06-18,20,Greenpark,traffic_flow,367.0,warning
2025-06-19,8,Central,air_quality,59.8,normal
2025-06-19,12,Central,air_quality,23.7,normal
2025-06-19,16,Central,air_quality,50.2,normal
2025-06-19,20,Central,air_quality,41.3,normal
2025-06-19,8,Central,noise_level,64.5,normal
2025-06-19,12,Central,noise_level,69.0,normal
2025-06-19,16,Central,noise_level,57.6,normal
2025-06-19,20,Central,noise_level,89.9,normal
2025-06-19,8,Central,temperature,15.7,normal
2025-06-19,12,Central,temperature,14.2,normal
2025-06-19,16,Central,temperature,19.3,normal
2025-06-19,20,Central,temperature,14.9,normal
2025-06-19,8,Central,humidity,52.2,normal
2025-06-19,12,Central,humidity,70.9,warning
2025-06-19,16,Central,humidity,51.4,normal
2025-06-19,20,Central,humidity,58.2,normal
2025-06-19,8,Central,traffic_flow,742.0,normal
2025-06-19,12,Central,traffic_flow,182.0,warning
2025-06-19,16,Central,traffic_flow,839.0,normal
2025-06-19,20,Central,traffic_flow,342.0,normal
2025-06-19,8,Riverside,air_quality,54.1,normal
2025-06-19,12,Riverside,air_quality,20.6,normal
2025-06-19,16,Riverside,air_quality,46.5,normal
2025-06-19,20,Riverside,air_quality,33.6,normal
2025-06-19,8,Riverside,noise_level,62.0,normal
2025-06-19,12,Riverside,noise_level,48.7,normal
2025-06-19,16,Riverside,noise_level,83.6,critical
2025-06-19,20,Riverside,noise_level,66.9,normal
2025-06-19,8,Riverside,temperature,14.5,warning
2025-06-19,12,Riverside,temperature,14.6,normal
2025-06-19,16,Riverside,temperature,11.9,normal
2025-06-19,20,Riverside,temperature,11.1,normal
2025-06-19,8,Riverside,humidity,76.7,warning
2025-06-19,12,Riverside,humidity,46.5,normal
2025-06-19,16,Riverside,humidity,87.8,normal
2025-06-19,20,Riverside,humidity,91.9,normal
2025-06-19,8,Riverside,traffic_flow,768.0,normal
2025-06-19,12,Riverside,traffic_flow,523.0,warning
2025-06-19,16,Riverside,traffic_flow,809.0,normal
2025-06-19,20,Riverside,traffic_flow,411.0,normal
2025-06-19,8,Northgate,air_quality,53.4,normal
2025-06-19,12,Northgate,air_quality,72.7,normal
2025-06-19,16,Northgate,air_quality,31.4,normal
2025-06-19,20,Northgate,air_quality,59.0,normal
2025-06-19,8,Northgate,noise_level,66.3,normal
2025-06-19,12,Northgate,noise_level,59.5,warning
2025-06-19,16,Northgate,noise_level,54.6,normal
2025-06-19,20,Northgate,noise_level,58.2,normal
2025-06-19,8,Northgate,temperature,10.8,normal
2025-06-19,12,Northgate,temperature,11.3,normal
2025-06-19,16,Northgate,temperature,7.3,normal
2025-06-19,20,Northgate,temperature,18.1,warning
2025-06-19,8,Northgate,humidity,49.8,normal
2025-06-19,12,Northgate,humidity,62.1,normal
2025-06-19,16,Northgate,humidity,78.8,critical
2025-06-19,20,Northgate,humidity,43.4,normal
2025-06-19,8,Northgate,traffic_flow,584.0,normal
2025-06-19,12,Northgate,traffic_flow,305.0,warning
2025-06-19,16,Northgate,traffic_flow,798.0,normal
2025-06-19,20,Northgate,traffic_flow,355.0,normal
2025-06-19,8,Eastfield,air_quality,98.7,normal
2025-06-19,12,Eastfield,air_quality,42.3,normal
2025-06-19,16,Eastfield,air_quality,49.8,normal
2025-06-19,20,Eastfield,air_quality,5.2,critical
2025-06-19,8,Eastfield,noise_level,57.5,normal
2025-06-19,12,Eastfield,noise_level,57.9,warning
2025-06-19,16,Eastfield,noise_level,55.2,warning
2025-06-19,20,Eastfield,noise_level,86.4,warning
2025-06-19,8,Eastfield,temperature,17.9,warning
2025-06-19,12,Eastfield,temperature,7.9,normal
2025-06-19,16,Eastfield,temperature,18.0,normal
2025-06-19,20,Eastfield,temperature,12.7,normal
2025-06-19,8,Eastfield,humidity,74.9,normal
2025-06-19,12,Eastfield,humidity,42.0,normal
2025-06-19,16,Eastfield,humidity,50.1,normal
2025-06-19,20,Eastfield,humidity,96.8,normal
2025-06-19,8,Eastfield,traffic_flow,855.0,normal
2025-06-19,12,Eastfield,traffic_flow,80.0,normal
2025-06-19,16,Eastfield,traffic_flow,1229.0,normal
2025-06-19,20,Eastfield,traffic_flow,340.0,normal
2025-06-19,8,Harbour,air_quality,51.5,normal
2025-06-19,12,Harbour,air_quality,50.2,normal
